main_skill_lv_2,rarity,dodge,name,energy_recovery_rate,energy_reduce_rate,break_durability,main_skill_lv_4,physical_critical,main_skill_lv_10,main_skill_lv_1,life_steal,resist_status_id,ex_skill_lv_2,main_skill_lv_8,main_skill_lv_9,ex_skill_lv_5,magic_str,wave_energy_recovery,unit_id,atk,magic_critical,def,unique_equipment_flag_1,accuracy,union_burst_level,ex_skill_lv_4,main_skill_lv_6,wave_hp_recovery,main_skill_lv_3,enemy_id,main_skill_lv_7,level,ex_skill_lv_3,virtual_hp,physical_penetrate,magic_def,hp_recovery_rate,hp,promotion_level,main_skill_lv_5,magic_penetrate,ex_skill_lv_1,resist_variation_id
308,6,113,宫子的暗影,18,4,0,308,285,0,308,0,200000001,0,0,0,0,0,0,600701,32997,0,3435,1,42,308,0,0,0,308,830102401,0,308,0,0,0,2038,44,12536857,32,308,0,0,0
3080,0,0,火焰啫喱怪,0,0,0,3080,0,0,3080,0,200000001,0,0,0,0,36841,0,252700,0,0,927,0,42,3080,0,0,0,3080,830102402,0,308,0,0,0,1391,0,13600262,1,3080,0,0,0
308,5,0,似似花（新年）的暗影,19,29,0,308,0,0,308,0,200000001,0,0,0,0,62837,0,615001,0,890,697,1,42,308,0,0,0,308,830102403,0,308,0,0,0,1007,2480,10462499,32,308,0,0,0
3080,0,0,淘气恶魔,0,0,0,3080,0,0,3080,0,200000001,0,0,0,0,48333,0,256300,0,0,464,0,42,3080,0,0,0,3080,830102404,0,308,0,0,0,696,0,13794205,1,3080,0,0,0
3080,0,0,雷云长老,0,0,0,3080,0,0,3080,0,200000001,0,0,0,0,24605,0,259000,0,0,309,0,42,3080,0,0,0,3080,830102405,0,308,0,0,0,464,0,12775570,1,3080,0,0,0
3080,0,0,蓝色魔像,0,0,0,3080,0,0,3080,0,200000001,0,0,0,0,0,0,250800,14693,0,618,0,42,3080,0,0,0,3080,830102501,0,308,0,0,0,3708,0,15435549,1,3080,0,0,0
3080,0,0,上位兽人,0,0,0,3080,0,0,3080,0,200000001,0,0,0,0,0,0,252900,15071,0,927,0,42,3080,0,0,0,3080,830102502,0,308,0,0,0,2318,0,14891394,1,3080,0,0,0
3080,0,0,树精,0,0,0,3080,0,0,3080,0,200000001,0,0,0,0,0,0,252000,16557,0,1236,0,42,3080,0,0,0,3080,830102503,0,308,0,0,0,1854,0,14565651,1,3080,0,0,0
308,6,22,空花的暗影,23,6,0,308,887,0,308,0,200000001,0,0,0,0,0,0,604503,30022,62,2291,1,42,308,0,0,0,308,830102504,0,308,0,0,0,3189,259,12604706,32,308,0,0,0
308,6,20,日和莉的暗影,49,15,0,308,2200,0,308,0,200000001,0,0,0,0,0,0,600101,70926,0,910,1,62,308,0,0,0,308,830102505,0,308,0,0,0,811,20,11279894,32,308,0,0,0
3080,0,0,会动的剑士,0,0,0,3080,0,0,3080,0,200000001,0,0,0,0,0,0,251000,17674,0,1236,0,42,3080,0,0,0,3080,830102601,0,308,0,0,0,2781,0,15682284,1,3080,0,0,0
308,5,0,茜里（天使）的暗影,26,17,0,308,0,0,308,0,200000001,0,0,0,0,87943,0,613701,0,2354,436,1,42,308,0,0,0,308,830102602,0,308,0,0,0,551,45,11025586,32,308,0,0,0
3080,0,0,寒冰雏鸟,0,0,0,3080,0,0,3080,0,200000001,0,0,0,0,29210,0,255100,0,0,773,0,42,3080,0,0,0,3080,830102603,0,308,0,0,0,1159,0,14770859,1,3080,0,0,0
308,5,0,凯露（新年）的暗影,24,17,0,308,0,0,308,0,200000001,0,0,0,0,76070,0,612001,0,2296,411,1,42,308,0,0,0,308,830102604,0,308,0,0,0,469,45,10889741,32,308,0,0,0
308,6,6,优衣的暗影,22,18,0,308,0,0,308,0,200000001,0,0,0,0,60341,0,600201,0,203,1984,1,42,308,0,0,0,308,830102605,0,308,0,0,0,2263,2700,12483707,32,308,0,0,0
3090,0,0,蜷旋金合欢,0,0,0,3090,0,0,3090,0,200000001,0,0,0,0,0,0,251900,16375,0,1240,0,42,3090,0,0,0,3090,830102701,0,309,0,0,0,1860,0,14791678,1,3090,0,0,0
3090,0,0,树精,0,0,0,3090,0,0,3090,0,200000001,0,0,0,0,0,0,252000,16560,0,1240,0,42,3090,0,0,0,3090,830102702,0,309,0,0,0,1860,0,14785058,1,3090,0,0,0
3090,0,0,丛林守护者,0,0,0,3090,0,0,3090,0,200000001,0,0,0,0,0,0,251300,17115,0,930,0,42,3090,0,0,0,3090,830102703,0,309,0,0,0,2325,0,15038326,1,3090,0,0,0
309,5,0,安的暗影,26,18,0,309,0,0,309,0,200000001,0,0,0,0,88498,0,609201,0,2133,439,1,42,309,0,0,0,309,830102704,0,309,0,0,0,544,45,10162253,32,309,0,0,0
309,5,0,露娜的暗影,24,18,0,309,0,0,309,0,200000001,0,0,0,0,76177,0,611401,0,2128,390,1,42,309,0,0,0,309,830102705,0,309,0,0,0,513,60,10058841,32,309,0,0,0
3090,0,0,持盾哥布林,0,0,0,3090,0,0,3090,0,200000001,0,0,0,0,0,0,251200,16930,0,1550,0,42,3090,0,0,0,3090,830102801,0,309,0,0,0,1395,0,14886439,1,3090,0,0,0
3090,0,0,坚果射手,0,0,0,3090,0,0,3090,0,200000001,0,0,0,0,0,0,254200,2867,0,930,0,42,3090,0,0,0,3090,830102802,0,309,0,0,0,1395,0,13821581,1,3090,0,0,0
309,6,47,可可萝（夏日）的暗影,28,4,0,309,351,0,309,0,200000001,0,0,0,0,0,0,607601,51699,0,2286,1,42,309,0,0,0,309,830102803,0,309,0,0,0,2938,1770,11866755,32,309,0,0,0
309,5,5,碧（插班生）的暗影,33,0,0,309,1902,0,309,0,200000001,0,0,0,0,0,0,610701,68147,0,581,1,65,309,0,0,0,309,830102804,0,309,0,0,0,783,30,10286201,32,309,0,0,0
3090,0,0,毒食花,0,0,0,3090,0,0,3090,0,200000001,0,0,0,0,0,0,257200,48052,0,465,0,42,3090,0,0,0,3090,830102805,0,309,0,0,0,698,0,14093375,1,3090,0,0,0
3090,0,0,兽人,0,0,0,3090,0,0,3090,0,200000001,0,0,0,0,0,0,252800,14881,0,1550,0,42,3090,0,0,0,3090,830102901,0,309,0,0,0,1395,0,15037598,1,3090,0,0,0
309,5,6,依里（天使）的暗影,23,18,0,309,0,0,309,0,200000001,0,0,0,0,49844,0,613801,0,203,1887,1,42,309,0,0,0,309,830102902,0,309,0,0,0,2796,1580,11591866,32,309,0,0,0
3090,0,0,洞穴蝙蝠,0,0,0,3090,0,0,3090,0,200000001,0,0,0,0,43401,0,254900,0,0,775,0,42,3090,0,0,0,3090,830102903,0,309,0,0,0,1163,0,13772192,1,3090,0,0,0
309,5,0,凯露（超负荷）的暗影,24,17,0,309,0,0,309,0,200000001,0,0,0,0,86650,0,621101,0,2297,458,1,42,309,0,0,0,309,830102904,0,309,0,0,0,585,45,10545955,32,309,0,0,0
3090,0,0,淘气恶魔,0,0,0,3090,0,0,3090,0,200000001,0,0,0,0,48307,0,256300,0,0,465,0,42,3090,0,0,0,3090,830102905,0,309,0,0,0,698,0,14264041,1,3090,0,0,0
0,1,0,怒蛇,130,0,0,800,0,0,0,0,300000008,0,0,0,0,0,0,303504,48000,0,900,0,60,0,0,0,0,1000,830103001,0,316,0,0,0,900,0,132000000,1,2000,0,0,0
125,1,0,爆发敌人,0,0,0,0,0,0,100,0,300000008,0,0,0,0,0,0,217300,0,0,0,0,100,0,0,5000,0,125,830103002,150,316,0,0,0,0,0,1000000000,1,0,0,0,0
0,1,0,爆发敌人,0,0,0,250,0,0,0,0,300000008,0,0,0,0,0,0,217301,0,0,0,0,100,0,0,0,0,0,830103003,0,316,0,0,0,0,0,1000000000,1,0,0,0,0
0,1,0,爆发敌人,0,0,0,7000,0,0,0,0,300000008,0,0,0,0,0,0,217302,0,0,0,0,100,0,0,0,0,7000,830103004,0,316,0,0,0,0,0,1000000000,1,0,0,0,0
3100,0,0,上位兽人,0,0,0,3100,0,0,3100,0,200000001,0,0,0,0,0,0,252900,16764,0,933,0,44,3100,0,0,0,3100,830103101,0,310,0,0,0,2333,0,15937772,1,3100,0,0,0
310,5,0,安的暗影,36,18,0,310,0,0,310,0,200000001,0,0,0,0,78304,0,609201,0,2142,447,1,44,310,0,0,0,310,830103102,0,310,0,0,0,536,45,10593386,33,310,0,0,0
3100,0,0,淘气恶魔,0,0,0,3100,0,0,3100,0,200000001,0,0,0,0,48501,0,256300,0,0,467,0,44,3100,0,0,0,3100,830103103,0,310,0,0,0,700,0,14929966,1,3100,0,0,0
310,5,0,雪（大江户）的暗影,29,22,0,310,0,0,310,0,200000001,0,0,0,0,59822,0,617601,0,864,868,1,44,310,0,0,0,310,830103104,0,310,0,0,0,1742,1510,11002690,33,310,0,0,0
3100,0,0,狱火骷髅,0,0,0,3100,0,0,3100,0,200000001,0,0,0,0,28081,0,258900,0,0,311,0,44,3100,0,0,0,3100,830103105,0,310,0,0,0,467,0,13961022,1,3100,0,0,0
3100,0,0,兽人,0,0,0,3100,0,0,3100,0,200000001,0,0,0,0,0,0,252800,16543,0,1555,0,44,3100,0,0,0,3100,830103201,0,310,0,0,0,1400,0,15770598,1,3100,0,0,0
3100,0,0,寒冰雏鸟,0,0,0,3100,0,0,3100,0,200000001,0,0,0,0,29304,0,255100,0,0,778,0,44,3100,0,0,0,3100,830103202,0,310,0,0,0,1167,0,14451812,1,3100,0,0,0
310,6,3,美里的暗影,39,21,0,310,0,0,310,0,200000001,0,0,0,0,62465,0,601501,0,579,1442,1,44,310,0,0,0,310,830103203,0,310,0,0,0,1718,2070,11858622,33,310,0,0,0
3100,0,0,淘气恶魔,0,0,0,3100,0,0,3100,0,200000001,0,0,0,0,48501,0,256300,0,0,467,0,44,3100,0,0,0,3100,830103204,0,310,0,0,0,700,0,14995941,1,3100,0,0,0
310,6,0,镜华的暗影,39,17,0,310,0,0,310,0,200000001,0,0,0,0,76003,0,603602,0,2524,504,1,44,310,0,0,0,310,830103205,0,310,0,0,0,602,60,11289224,33,310,0,0,0
3100,0,0,暴君巨龟,0,0,0,3100,0,0,3100,0,200000001,0,0,0,0,0,0,251100,19266,0,1555,0,44,3100,0,0,0,3100,830103301,0,310,0,0,0,2333,0,18332679,1,3100,0,0,0
3100,0,0,丛林守护者,0,0,0,3100,0,0,3100,0,200000001,0,0,0,0,0,0,251300,23358,0,933,0,44,3100,0,0,0,3100,830103302,0,310,0,0,0,2333,0,19194411,1,3100,0,0,0
310,6,21,佩可莉姆的暗影,36,5,0,310,492,0,310,0,200000001,0,0,0,0,0,0,605802,49602,0,3063,2,44,310,0,0,0,310,830103303,0,310,0,0,0,2526,142,16810086,33,310,0,0,0
310,5,0,香澄（夏日）的暗影,28,30,0,310,0,0,310,0,200000001,0,0,0,0,81939,0,615701,0,1449,575,1,44,310,0,0,0,310,830103304,0,310,0,0,0,792,146,12950779,33,310,0,0,0
310,5,0,莱拉耶尔的暗影,34,17,0,310,0,0,310,0,200000001,0,0,0,0,89313,0,626501,0,2142,492,0,44,310,0,0,0,310,830103305,0,310,0,0,0,525,45,12563442,33,310,0,0,0
3110,0,0,魔像,0,0,0,3110,0,0,3110,0,200000001,0,0,0,0,0,0,250700,16115,0,2496,0,44,3110,0,0,0,3110,830103401,0,311,0,0,0,936,0,16152662,1,3110,0,0,0
3110,0,0,覆叶野猪,0,0,0,3110,0,0,3110,0,200000001,0,0,0,0,0,0,253100,17820,0,1248,0,44,3110,0,0,0,3110,830103402,0,311,0,0,0,1872,0,15871752,1,3110,0,0,0
311,5,72,纺希（万圣节）的暗影,27,4,0,311,1037,0,311,0,200000001,0,0,0,0,0,0,613901,36471,0,2924,1,48,311,0,0,0,311,830103403,0,311,0,0,0,1972,59,13092904,33,311,0,0,0
311,5,23,流夏（沙漠）的暗影,38,5,0,311,962,0,311,0,200000001,0,0,0,0,0,0,627601,37254,0,2885,0,44,311,0,0,0,311,830103404,0,311,0,0,0,1948,51,13074777,33,311,0,0,0
3110,0,0,巨蜥幼崽,0,0,0,3110,0,0,3110,0,200000001,0,0,0,0,53027,0,258200,0,0,312,0,44,3110,0,0,0,3110,830103405,0,311,0,0,0,468,0,15175266,1,3110,0,0,0
3110,0,0,上位兽人,0,0,0,3110,0,0,3110,0,200000001,0,0,0,0,0,0,252900,16760,0,936,0,44,3110,0,0,0,3110,830103501,0,311,0,0,0,2340,0,16239174,1,3110,0,0,0
3110,0,0,雪原山羊,0,0,0,3110,0,0,3110,0,200000001,0,0,0,0,0,0,251700,17184,0,1248,0,44,3110,0,0,0,3110,830103502,0,311,0,0,0,1872,0,15952590,1,3110,0,0,0
3110,0,0,丛林守护者,0,0,0,3110,0,0,3110,0,200000001,0,0,0,0,0,0,251300,19101,0,936,0,44,3110,0,0,0,3110,830103503,0,311,0,0,0,2340,0,16166376,1,3110,0,0,0
311,5,3,秋乃（夏日）的暗影,37,0,0,311,1723,0,311,0,200000001,0,0,0,0,0,0,626701,72947,0,506,0,44,311,0,0,0,311,830103504,0,311,0,0,0,596,30,11998831,33,311,0,0,0
311,6,41,步美的暗影,41,4,0,311,220,0,311,0,200000001,0,0,0,0,0,0,605501,44910,0,3015,1,44,311,0,0,0,311,830103505,0,311,0,0,0,2259,79,12937153,33,311,0,0,0
3110,0,0,蓝色魔像,0,0,0,3110,0,0,3110,0,200000001,0,0,0,0,0,0,250800,16327,0,624,0,44,3110,0,0,0,3110,830103601,0,311,0,0,0,3744,0,25265529,1,3110,0,0,0
311,5,12,空花（黑暗）的暗影,25,20,0,311,0,0,311,0,200000001,0,0,0,0,41497,0,619101,0,136,2678,1,44,311,0,0,0,311,830103602,0,311,0,0,0,2118,86,19756757,33,311,0,0,0
311,5,0,斑比的暗影,34,17,0,311,0,0,311,0,200000001,0,0,0,0,77546,0,622301,0,2521,406,1,44,311,0,0,0,311,830103603,0,311,0,0,0,556,45,16832750,33,311,0,0,0
311,6,0,凯露的暗影,39,17,0,311,0,0,311,0,200000001,0,0,0,0,85046,0,606001,0,2387,621,1,44,311,0,0,0,311,830103604,0,311,0,0,0,732,45,17550955,33,311,0,0,0
3110,0,0,火焰法师,0,0,0,3110,0,0,3110,0,200000001,0,0,0,0,22768,0,259300,0,0,312,0,44,3110,0,0,0,3110,830103605,0,311,0,0,0,468,0,21007824,1,3110,0,0,0
0,1,0,爆发敌人,0,0,0,1,0,0,0,0,300000008,0,0,0,0,0,0,217305,0,0,0,0,100,0,0,0,0,0,830103606,0,450,0,0,0,0,0,1000000000,1,0,0,0,0
0,1,0,爆发敌人,0,0,0,250,0,0,0,0,300000008,0,0,0,0,0,0,217301,0,0,0,0,100,0,0,0,0,0,830103607,0,450,0,100,0,0,0,1000000000,1,0,0,0,0
3120,0,0,树妖,0,0,0,3120,0,0,3120,0,200000001,0,0,0,0,0,0,251800,18680,0,1252,0,44,3120,0,0,0,3120,830103701,0,312,0,0,0,1878,0,16069996,1,3120,0,0,0
3120,0,200,小型哥布林,0,0,0,3120,0,0,3120,0,200000001,0,0,0,0,0,0,250300,19316,0,313,0,44,3120,0,0,0,3120,830103702,0,312,0,0,0,1409,0,18639196,1,3120,0,0,0
312,5,23,流夏（沙漠）的暗影,38,5,0,312,962,0,312,0,200000001,0,0,0,0,0,0,627601,37271,0,2888,0,44,312,0,0,0,312,830103703,0,312,0,0,0,1949,51,13303309,33,312,0,0,0
3120,0,0,岩魂,0,0,0,3120,0,0,3120,0,200000001,0,0,0,0,25517,0,254600,0,0,939,0,44,3120,0,0,0,3120,830103704,0,312,0,0,0,1409,0,14989685,1,3120,0,0,0
312,5,0,莱拉耶尔的暗影,34,17,0,312,0,0,312,0,200000001,0,0,0,0,74511,0,626501,0,2142,494,0,44,312,0,0,0,312,830103705,0,312,0,0,0,527,45,10813186,33,312,0,0,0
3120,0,0,蓝色魔像,0,0,0,3120,0,0,3120,0,200000001,0,0,0,0,0,0,250800,16330,0,626,0,44,3120,0,0,0,3120,830103801,0,312,0,0,0,3756,0,17004978,1,3120,0,0,0
3120,0,0,上位兽人,0,0,0,3120,0,0,3120,0,200000001,0,0,0,0,0,0,252900,16763,0,939,0,44,3120,0,0,0,3120,830103802,0,312,0,0,0,2348,0,16459912,1,3120,0,0,0
3120,0,0,覆叶野猪,0,0,0,3120,0,0,3120,0,200000001,0,0,0,0,0,0,253100,17823,0,1252,0,44,3120,0,0,0,3120,830103803,0,312,0,0,0,1878,0,16153743,1,3120,0,0,0
312,5,3,香澄（魔法少女）的暗影,29,21,0,312,0,0,312,0,200000001,0,0,0,0,52543,0,612201,0,517,2108,1,44,312,0,0,0,312,830103804,0,312,0,0,0,1624,153,11710134,33,312,0,0,0
312,5,0,露娜的暗影,34,18,0,312,0,0,312,0,200000001,0,0,0,0,76844,0,611401,0,2121,384,1,44,312,0,0,0,312,830103805,0,312,0,0,0,515,60,10941551,33,312,0,0,0
3120,0,0,野性角鹿,0,0,0,3120,0,0,3120,0,200000001,0,0,0,0,0,0,251600,16975,0,1252,0,44,3120,0,0,0,3120,830103901,0,312,0,0,0,1878,0,16235655,1,3120,0,0,0
3120,0,0,持盾哥布林,0,0,0,3120,0,0,3120,0,200000001,0,0,0,0,0,0,251200,18892,0,1565,0,44,3120,0,0,0,3120,830103902,0,312,0,0,0,1409,0,16209411,1,3120,0,0,0
312,6,36,胡桃的暗影,38,4,0,312,355,0,312,0,200000001,0,0,0,0,0,0,602101,43818,0,2285,1,44,312,0,0,0,312,830103903,0,312,0,0,0,2268,59,13853212,33,312,0,0,0
312,6,30,静流的暗影,40,5,0,312,538,0,312,0,200000001,0,0,0,0,0,0,604903,39740,0,3703,2,44,312,0,0,0,312,830103904,0,312,0,0,0,2353,182,13797822,33,312,0,0,0
3120,0,0,毒食花,0,0,0,3120,0,0,3120,0,200000001,0,0,0,0,0,0,257200,54714,0,470,0,44,3120,0,0,0,3120,830103905,0,312,0,0,0,705,0,15414484,1,3120,0,0,0
0,1,0,天空女武神,100,0,0,600,0,0,0,0,300000008,0,0,0,0,0,0,309202,35000,0,1200,0,60,0,0,0,0,1800,830104001,0,322,0,0,0,1000,0,142000000,1,800,0,0,0
500,1,0,爆发敌人,0,0,0,0,0,0,100,0,300000008,0,0,0,0,0,0,217300,0,0,0,0,100,0,0,9000,0,500,830104002,150,322,0,0,0,0,0,1000000000,1,0,0,0,0
0,1,0,爆发敌人,0,0,0,250,0,0,0,0,300000008,0,0,0,0,0,0,217301,0,0,0,0,100,0,0,0,0,0,830104003,0,322,0,0,0,0,0,1000000000,1,0,0,0,0
0,1,0,爆发敌人,0,0,0,100,0,0,0,0,300000008,0,0,0,0,0,0,217304,0,0,0,0,100,0,0,0,0,0,830104004,0,322,0,0,0,0,0,1000000000,1,0,0,0,0
3130,0,0,会动的剑士雕像,0,0,0,3130,0,0,3130,0,200000001,0,0,0,0,0,0,251000,20539,0,1256,0,44,3130,0,0,0,3130,830104101,0,313,0,0,0,2826,0,15892449,1,3130,0,0,0
3130,0,0,矿蜥,0,0,0,3130,0,0,3130,0,200000001,0,0,0,0,0,0,250200,59290,0,1570,0,44,3130,0,0,0,3130,830104102,0,313,0,0,0,1413,0,14663051,1,3130,0,0,0
313,5,4,莉莉（堕天使）的暗影,34,0,0,313,1851,0,313,0,200000001,0,0,0,0,0,0,625801,81498,0,474,1,44,313,0,0,0,313,830104103,0,313,0,0,0,433,30,11744590,33,313,0,0,0
313,5,14,莫妮卡（魔法少女）的暗影,33,1,0,313,1765,0,313,0,200000001,0,0,0,0,0,0,614201,75562,0,820,1,44,313,0,0,0,313,830104104,0,313,0,0,0,786,870,12027874,33,313,0,0,0
3130,0,0,食岩精灵,0,0,0,3130,0,0,3130,0,200000001,0,0,0,0,0,0,258700,30065,0,314,0,44,3130,0,0,0,3130,830104105,0,313,0,0,0,471,0,14735585,1,3130,0,0,0
3130,0,0,会动的战士雕像,0,0,0,3130,0,0,3130,0,200000001,0,0,0,0,0,0,250900,20310,0,1884,0,44,3130,0,0,0,3130,830104201,0,313,0,0,0,1884,0,15759387,1,3130,0,0,0
313,6,43,铃的暗影,38,4,0,313,205,0,313,0,200000001,0,0,0,0,0,0,602601,50247,0,2192,1,44,313,0,0,0,313,830104202,0,313,0,0,0,2899,2810,13338711,33,313,0,0,0
313,5,5,碧（插班生）的暗影,43,0,0,313,1956,0,313,0,200000001,0,0,0,0,0,0,610701,79522,0,579,1,65,313,0,0,0,313,830104203,0,313,0,0,0,731,45,11263146,33,313,0,0,0
3130,0,0,毒食花,0,0,0,3130,0,0,3130,0,200000001,0,0,0,0,0,0,257200,56691,0,471,0,44,3130,0,0,0,3130,830104204,0,313,0,0,0,707,0,15568992,1,3130,0,0,0
3130,0,0,钻地鼠,0,0,0,3130,0,0,3130,0,200000001,0,0,0,0,0,0,257000,39472,0,471,0,44,3130,0,0,0,3130,830104205,0,313,0,0,0,707,0,15520362,1,3130,0,0,0
3130,0,0,上位兽人,0,0,0,3130,0,0,3130,0,200000001,0,0,0,0,0,0,252900,21371,0,942,0,44,3130,0,0,0,3130,830104301,0,313,0,0,0,2355,0,20064762,1,3130,0,0,0
3130,0,0,淘气豆狸,0,0,0,3130,0,0,3130,0,200000001,0,0,0,0,9595,0,250600,0,0,628,0,44,3130,0,0,0,3130,830104302,0,313,0,0,0,942,0,21636835,1,3130,0,0,0
313,6,19,忍的暗影,53,0,0,313,2066,0,313,0,200000001,0,0,0,0,0,0,603103,94224,0,883,1,59,313,0,0,0,313,830104303,0,313,0,0,0,732,77,15344125,33,313,0,0,0
313,6,32,美冬的暗影,38,3,0,313,866,0,313,0,200000001,0,0,0,0,0,0,604801,80580,0,1963,1,44,313,0,0,0,313,830104304,0,313,0,0,0,1612,62,14997761,33,313,0,0,0
313,5,0,真步（灰姑娘）的暗影,28,29,0,313,0,0,313,0,200000001,0,0,0,0,85276,0,616001,0,845,655,1,44,313,0,0,0,313,830104305,0,313,0,0,0,1606,146,13862052,33,313,0,0,0
3140,0,0,雪原山羊,0,0,0,3140,0,0,3140,0,200000001,0,0,0,0,0,0,251700,17891,0,1260,0,44,3140,0,0,0,3140,830104401,0,314,0,0,0,1890,0,16528721,1,3140,0,0,0
3140,0,0,持盾哥布林,0,0,0,3140,0,0,3140,0,200000001,0,0,0,0,0,0,251200,19655,0,1575,0,44,3140,0,0,0,3140,830104402,0,314,0,0,0,1418,0,16508995,1,3140,0,0,0
314,5,23,流夏（沙漠）的暗影,38,5,0,314,962,0,314,0,200000001,0,0,0,0,0,0,627601,40654,0,2895,0,44,314,0,0,0,314,830104403,0,314,0,0,0,1987,51,13684639,33,314,0,0,0
314,6,18,真阳的暗影,38,0,0,314,1660,0,314,0,200000001,0,0,0,0,0,0,603301,74586,0,1453,1,72,314,0,0,0,314,830104404,0,314,0,0,0,1149,50,13107283,33,314,0,0,0
3140,0,0,长耳猴,0,0,0,3140,0,0,3140,0,200000001,0,0,0,0,0,0,257500,28082,0,315,0,44,3140,0,0,0,3140,830104405,0,314,0,0,0,473,0,15975297,1,3140,0,0,0
3140,0,0,暴君巨龟,0,0,0,3140,0,0,3140,0,200000001,0,0,0,0,0,0,251100,16346,0,1575,0,44,3140,0,0,0,3140,830104501,0,314,0,0,0,2363,0,16073965,1,3140,0,0,0
3140,0,0,上位兽人,0,0,0,3140,0,0,3140,0,200000001,0,0,0,0,0,0,252900,17452,0,945,0,44,3140,0,0,0,3140,830104502,0,314,0,0,0,2363,0,16865478,1,3140,0,0,0
3140,0,0,雪原山羊,0,0,0,3140,0,0,3140,0,200000001,0,0,0,0,0,0,251700,17891,0,1260,0,44,3140,0,0,0,3140,830104503,0,314,0,0,0,1890,0,16578857,1,3140,0,0,0
314,5,12,空花（大江户）的暗影,29,20,0,314,0,0,314,0,200000001,0,0,0,0,39645,0,609501,0,126,2489,2,44,314,0,0,0,314,830104504,0,314,0,0,0,3291,210,14041743,33,314,0,0,0
314,5,0,莱拉耶尔的暗影,34,17,0,314,0,0,314,0,200000001,0,0,0,0,81738,0,626501,0,2142,496,0,44,314,0,0,0,314,830104505,0,314,0,0,0,528,45,11315372,33,314,0,0,0
3140,0,0,覆叶野猪,0,0,0,3140,0,0,3140,0,200000001,0,0,0,0,0,0,253100,18549,0,1260,0,44,3140,0,0,0,3140,830104601,0,314,0,0,0,1890,0,16608333,1,3140,0,0,0
314,6,17,秋乃的暗影,38,0,0,314,1475,0,314,0,200000001,0,0,0,0,0,0,603201,76133,0,1254,1,46,314,0,0,0,314,830104602,0,314,0,0,0,979,45,13353360,33,314,0,0,0
314,5,40,可可萝（公主）的暗影,28,4,0,314,219,0,314,0,200000001,0,0,0,0,0,0,680501,61081,0,2034,1,44,314,0,0,0,314,830104603,0,314,0,0,0,1851,1590,12655190,33,314,0,0,0
314,6,6,优衣的暗影,32,18,0,314,0,0,314,0,200000001,0,0,0,0,61944,0,600201,0,199,1949,1,44,314,0,0,0,314,830104604,0,314,0,0,0,2154,2720,12877607,33,314,0,0,0
3140,0,0,仙人掌花,0,0,0,3140,0,0,3140,0,200000001,0,0,0,0,0,0,257900,5099,0,315,0,44,3140,0,0,0,3140,830104605,0,314,0,0,0,473,0,15944594,1,3140,0,0,0
0,1,0,爆发敌人,0,0,0,1,0,0,0,0,300000008,0,0,0,0,0,0,217305,0,0,0,0,100,0,0,500,0,0,830104606,0,450,0,0,0,0,0,1000000000,1,0,0,0,0
0,1,0,爆发敌人,0,0,0,250,0,0,0,0,300000008,0,0,50,0,0,0,217301,0,0,0,0,100,0,0,0,0,0,830104607,0,450,0,50,0,0,0,1000000000,1,0,0,0,0
3150,0,0,魔像,0,0,0,3150,0,0,3150,0,200000001,0,0,0,0,0,0,250700,16785,0,2528,0,44,3150,0,0,0,3150,830104701,0,315,0,0,0,948,0,16980327,1,3150,0,0,0
3150,0,0,雪原山羊,0,0,0,3150,0,0,3150,0,200000001,0,0,0,0,0,0,251700,17891,0,1264,0,44,3150,0,0,0,3150,830104702,0,315,0,0,0,1896,0,16718845,1,3150,0,0,0
315,5,72,纺希（万圣节）的暗影,27,4,0,315,1037,0,315,0,200000001,0,0,0,0,0,0,613901,39854,0,2940,1,48,315,0,0,0,315,830104703,0,315,0,0,0,2012,59,13902878,33,315,0,0,0
3150,0,0,敏捷鼠妖,0,0,0,3150,0,0,3150,0,200000001,0,0,0,0,0,0,253700,58634,0,948,0,44,3150,0,0,0,3150,830104704,0,315,0,0,0,1422,0,15764119,1,3150,0,0,0
315,5,17,璃乃（圣诞节）的暗影,36,0,0,315,2744,0,315,0,200000001,0,0,0,0,0,0,619301,81121,0,532,1,66,315,0,0,0,315,830104705,0,315,0,0,0,592,35,11408424,33,315,0,0,0
3150,0,0,上位兽人,0,0,0,3150,0,0,3150,0,200000001,0,0,0,0,0,0,252900,17452,0,948,0,44,3150,0,0,0,3150,830104801,0,315,0,0,0,2370,0,17052964,1,3150,0,0,0
3150,0,0,树妖,0,0,0,3150,0,0,3150,0,200000001,0,0,0,0,0,0,251800,19435,0,1264,0,44,3150,0,0,0,3150,830104802,0,315,0,0,0,1896,0,16719695,1,3150,0,0,0
3150,0,0,丛林守护者,0,0,0,3150,0,0,3150,0,200000001,0,0,0,0,0,0,251300,19874,0,948,0,44,3150,0,0,0,3150,830104803,0,315,0,0,0,2370,0,16980135,1,3150,0,0,0
315,5,45,矛依未（新年）的暗影,37,5,0,315,2270,0,315,0,200000001,0,0,0,0,0,0,614701,74369,0,777,1,64,315,0,0,0,315,830104804,0,315,0,0,0,666,40,12544926,33,315,0,0,0
315,5,12,空花（大江户）的暗影,29,20,0,315,0,0,315,0,200000001,0,0,0,0,39660,0,609501,0,126,2490,2,44,315,0,0,0,315,830104805,0,315,0,0,0,3295,210,14233361,33,315,0,0,0
