child_enemy_parameter_4,child_enemy_parameter_5,child_enemy_parameter_3,enemy_id,child_enemy_parameter_1,name,child_enemy_parameter_2
0,0,0,660068101,660068102,显现的苦衷 艾拉＆诗夏 普通,660068103
0,0,0,660068201,660068202,显现的苦衷 艾拉＆诗夏 困难,660068203
0,0,0,660068301,660068302,显现的苦衷 艾拉＆诗夏 高难,660068303
0,0,701000404,701000401,701000402,滴水嘴兽·炸裂,701000403
0,0,701000408,701000405,701000406,滴水嘴兽·炸裂,701000407
0,0,701000412,701000409,701000410,滴水嘴兽·炸裂,701000411
0,0,701000416,701000413,701000414,滴水嘴兽·炸裂,701000415
0,0,701000420,701000417,701000418,滴水嘴兽·炸裂,701000419
0,0,701000504,701000501,701000502,滴水嘴兽·魔能,701000503
0,0,701000508,701000505,701000506,滴水嘴兽·魔能,701000507
0,0,701000512,701000509,701000510,滴水嘴兽·魔能,701000511
0,0,701000516,701000513,701000514,滴水嘴兽·魔能,701000515
0,0,701000520,701000517,701000518,滴水嘴兽·魔能,701000519
750000505,0,750000504,750000501,750000502,追忆卡利萨,750000503
0,0,0,750000701,750000702,追忆兰法,750000703
0,0,750000904,750000901,750000902,追忆侍从·洛克斯（多部位）,750000903
0,0,770330304,770330301,770330302,随机型 冰霜魔狼,770330303
0,0,770330804,770330801,770330802,随机型 冰霜魔狼,770330803
0,0,770331304,770331301,770331302,随机型 冰霜魔狼,770331303
0,0,770331804,770331801,770331802,随机型 冰霜魔狼,770331803
0,0,770530304,770530301,770530302,随机型 愤怒巨龙,770530303
0,0,770530804,770530801,770530802,随机型 愤怒巨龙,770530803
0,0,770531304,770531301,770531302,随机型 愤怒巨龙,770531303
0,0,770531804,770531801,770531802,随机型 愤怒巨龙,770531803
0,0,800100214,800100203,800100212,机械莉玛2020 阶段3,800100213
0,0,801100243,801100213,801100223,覇瞳侍从（复数）,801100233
0,0,0,802100210,802100211,兰法,802100212
802100234,0,802100233,802100230,802100231,卡利萨,802100232
0,0,0,802100241,802100242,兰法,802100243
802100249,0,802100248,802100245,802100246,卡利萨,802100247
0,0,803100204,803100201,803100202,黑之王炸脖龙,803100203
0,0,803100208,803100205,803100206,黑之王炸脖龙,803100207
0,0,803100212,803100209,803100210,黑之王炸脖龙,803100211
0,0,820103004,820103001,820103002,深域泰坦陆龟,820103003
0,0,820104004,820104001,820104002,深域海蛞蝓,820104003
0,0,820108004,820108001,820108002,深域诅咒盔甲·洛克斯,820108003
0,0,0,830102001,830102002,深域骑兵哥布林,830102003
0,0,830107004,830107001,830107002,深域壮汉幽灵,830107003
0,0,840102004,840102001,840102002,深域冰霜魔狼,840102003
0,0,840105004,840105001,840105002,深域三战士图腾,840105003
0,0,850103004,850103001,850103002,深域雷电,850103003
0,0,850105004,850105001,850105002,深域赤剑毒蛇,850105003
0,0,850106004,850106001,850106002,深域黑曜双足飞龙,850106003
0,0,924072104,924072101,924072102,7月深渊讨伐战冰霜魔狼,924072103
0,0,924072204,924072201,924072202,7月深渊讨伐战冰霜魔狼,924072203
0,0,924072304,924072301,924072302,7月深渊讨伐战冰霜魔狼,924072303
0,0,924072404,924072401,924072402,7月深渊讨伐战冰霜魔狼,924072403
0,0,924082104,924082101,924082102,8月深渊讨伐战三战士图腾,924082103
0,0,924082204,924082201,924082202,8月深渊讨伐战三战士图腾,924082203
0,0,924082304,924082301,924082302,8月深渊讨伐战三战士图腾,924082303
0,0,924082404,924082401,924082402,8月深渊讨伐战三战士图腾,924082403
0,0,924092104,924092101,924092102,9月深渊讨伐战赤剑毒蛇,924092103
0,0,924092204,924092201,924092202,9月深渊讨伐战赤剑毒蛇,924092203
0,0,924092304,924092301,924092302,9月深渊讨伐战赤剑毒蛇,924092303
0,0,924092404,924092401,924092402,9月深渊讨伐战赤剑毒蛇,924092403
0,0,924102104,924102101,924102102,10月深渊讨伐战 黑曜双足飞龙,924102103
0,0,924102204,924102201,924102202,10月深渊讨伐战 黑曜双足飞龙,924102203
0,0,924102304,924102301,924102302,10月深渊讨伐战 黑曜双足飞龙,924102303
0,0,924102404,924102401,924102402,10月深渊讨伐战 黑曜双足飞龙,924102403
0,0,924112104,924112101,924112102,11月深渊讨伐战 雷电,924112103
0,0,924112204,924112201,924112202,11月深渊讨伐战 雷电,924112203
0,0,924112304,924112301,924112302,11月深渊讨伐战 雷电,924112303
0,0,924112404,924112401,924112402,11月深渊讨伐战 雷电,924112403
0,0,924122104,924122101,924122102,12月深渊讨伐战 泰坦陆龟,924122103
0,0,924122204,924122201,924122202,12月深渊讨伐战 泰坦陆龟,924122203
0,0,924122304,924122301,924122302,12月深渊讨伐战 泰坦陆龟,924122303
0,0,924122404,924122401,924122402,12月深渊讨伐战 泰坦陆龟,924122403
0,0,924142104,924142101,924142102,2月深渊讨伐战 海王蛞蝓,924142103
0,0,924142204,924142201,924142202,2月深渊讨伐战 海王蛞蝓,924142203
0,0,924142304,924142301,924142302,2月深渊讨伐战 海王蛞蝓,924142303
0,0,924142404,924142401,924142402,2月深渊讨伐战 海王蛞蝓,924142403
0,0,924152104,924152101,924152102,3月深渊讨伐战 三战士图腾,924152103
0,0,924152204,924152201,924152202,3月深渊讨伐战 三战士图腾,924152203
0,0,924152304,924152301,924152302,3月深渊讨伐战 三战士图腾,924152303
0,0,924152404,924152401,924152402,3月深渊讨伐战 三战士图腾,924152403
0,0,924162104,924162101,924162102,4月深渊讨伐战 泰坦陆龟,924162103
0,0,924162204,924162201,924162202,4月深渊讨伐战 泰坦陆龟,924162203
0,0,924162304,924162301,924162302,4月深渊讨伐战 泰坦陆龟,924162303
0,0,924162404,924162401,924162402,4月深渊讨伐战 泰坦陆龟,924162403
0,0,924172104,924172101,924172102,5月深渊讨伐战 壮汉幽灵,924172103
0,0,924172204,924172201,924172202,5月深渊讨伐战 壮汉幽灵,924172203
0,0,924172304,924172301,924172302,5月深渊讨伐战 壮汉幽灵,924172303
0,0,924172404,924172401,924172402,5月深渊讨伐战 壮汉幽灵,924172403
0,0,924192104,924192101,924192102,7月深渊讨伐战 雷电,924192103
0,0,924192204,924192201,924192202,7月深渊讨伐战 雷电,924192203
0,0,924192304,924192301,924192302,7月深渊讨伐战 雷电,924192303
0,0,924192404,924192401,924192402,7月深渊讨伐战 雷电,924192403
0,0,924202104,924202101,924202102,8月深渊讨伐战 黑曜双足飞龙,924202103
0,0,924202204,924202201,924202202,8月深渊讨伐战 黑曜双足飞龙,924202203
0,0,924202304,924202301,924202302,8月深渊讨伐战 黑曜双足飞龙,924202303
0,0,924202404,924202401,924202402,8月深渊讨伐战 黑曜双足飞龙,924202403
0,0,924212104,924212101,924212102,9月深渊讨伐战 城堡树精,924212103
0,0,924212204,924212201,924212202,9月深渊讨伐战 城堡树精,924212203
0,0,924212304,924212301,924212302,9月深渊讨伐战 城堡树精,924212303
0,0,924212404,924212401,924212402,9月深渊讨伐战 城堡树精,924212403
0,0,925012104,925012101,925012102,1月深渊讨伐战 骑兵哥布林,925012103
0,0,925012204,925012201,925012202,1月深渊讨伐战 骑兵哥布林,925012203
0,0,925012304,925012301,925012302,1月深渊讨伐战 骑兵哥布林,925012303
0,0,925012404,925012401,925012402,1月深渊讨伐战 骑兵哥布林,925012403
