class_id,action_value_1,action_type,action_detail_1,action_id,action_value_4,target_assignment,action_detail_2,action_detail_3,target_count,target_range,description,target_area,action_value_6,target_type,level_up_disp,action_value_5,target_number,action_value_3,action_value_2,action_value_7
2,0.0,1,1,300400501,0.0,1,0,0,0,0,,1,0.0,1,,0.0,0,1.2,0.0,0.0
2,180.0,22,1,300400502,0.0,2,30040002,0,1,0,,1,0.0,1,,0.0,0,0.0,0.0,0.0
2,180.0,22,2,300400503,0.0,2,3004001,0,1,0,,1,0.0,1,,0.0,0,0.0,0.0,0.0
2,50.0,1,2,300400601,0.2,1,0,0,99,3000,,1,0.0,3,,0.0,0,0.5,2.0,0.0
1,100.0,49,20,300401101,41.0,1,0,0,99,3000,,6,0.0,3,,0.0,0,1.0,0.0,0.0
1,1.0,10,11,300401102,24.0,1,1,0,99,3000,,6,0.0,20,,0.0,0,9.0,0.0,0.0
1,1.0,10,31,300401103,24.0,1,1,0,99,3000,,6,0.0,21,,0.0,0,9.0,0.0,0.0
1,2.0,10,41,300401104,24.0,1,1,0,99,3000,,6,0.0,3,,0.0,0,0.0,80.0,0.0
1,30.0,46,2,300401201,0.0,1,2,100,1,3000,,3,0.0,3,,0.0,0,0.0,0.0,0.0
1,8.0,13,1,300401202,0.0,1,0,0,1,3000,,3,0.0,3,,0.0,0,100.0,0.0,0.0
1,30.0,46,2,300401203,0.0,1,2,100,99,3000,,6,0.0,3,,0.0,0,0.0,0.0,0.0
1,41.0,1,2,300401301,0.00048,1,0,50,1,3000,,3,0.0,3,,0.0,0,1.0,41.0,0.0
1,300.0,16,2,300401302,0.0,1,0,0,1,3000,,3,0.0,3,,0.0,0,0.0,0.0,0.0
1,400.0,16,4,300401303,0.0,2,0,0,1,0,,3,0.0,7,,0.0,0,0.0,0.0,0.0
1,41.0,1,2,300401401,0.00048,1,0,50,1,3000,,3,0.0,3,,0.0,0,1.0,41.0,0.0
1,100.0,17,7,300401501,0.0,2,0,0,1,0,,3,0.0,7,,0.0,0,90.0,0.0,0.0
1,100000.0,73,3,300401502,0.0,2,0,0,1,0,,3,0.0,7,,850000.0,0,90.0,0.0,0.0
1,1.0,10,1020,300401503,90.0,2,0,0,1,0,,3,0.0,7,,0.0,0,1.0,0.0,1.0
1,1.0,10,1040,300401504,90.0,2,0,0,1,0,,3,0.0,7,,0.0,0,1.0,0.0,1.0
1,100.0,49,20,300402101,41.0,1,0,0,99,3000,,6,0.0,3,,0.0,0,1.0,0.0,0.0
1,1.0,10,11,300402102,24.0,1,1,0,99,3000,,6,0.0,20,,0.0,0,9.0,0.0,0.0
1,1.0,10,31,300402103,24.0,1,1,0,99,3000,,6,0.0,21,,0.0,0,9.0,0.0,0.0
1,2.0,10,41,300402104,24.0,1,1,0,99,3000,,6,0.0,3,,0.0,0,0.0,80.0,0.0
1,30.0,46,2,300402201,0.0,1,2,100,1,3000,,3,0.0,3,,0.0,0,0.0,0.0,0.0
1,8.0,13,1,300402202,0.0,1,0,0,1,3000,,3,0.0,3,,0.0,0,100.0,0.0,0.0
1,30.0,46,2,300402203,0.0,1,2,100,99,3000,,6,0.0,3,,0.0,0,0.0,0.0,0.0
1,41.0,1,2,300402301,0.00048,1,0,50,1,3000,,3,0.0,3,,0.0,0,1.0,41.0,0.0
1,300.0,16,2,300402302,0.0,1,0,0,1,3000,,3,0.0,3,,0.0,0,0.0,0.0,0.0
1,400.0,16,4,300402303,0.0,2,0,0,1,0,,3,0.0,7,,0.0,0,0.0,0.0,0.0
1,41.0,1,2,300402401,0.00048,1,0,50,1,3000,,3,0.0,3,,0.0,0,1.0,41.0,0.0
1,5.0,1,2,300402501,0.0,1,0,100,99,3000,,6,0.0,3,,0.0,0,1.0,5.0,0.0
1,4.0,13,0,300402502,0.0,1,0,0,99,3000,,6,0.0,3,,0.0,0,100.0,0.0,0.0
1,100.0,17,7,300402601,0.0,2,0,0,1,0,,3,0.0,7,,0.0,0,90.0,0.0,0.0
1,100000.0,73,3,300402602,0.0,2,0,0,1,0,,3,0.0,7,,850000.0,0,90.0,0.0,0.0
1,1.0,10,1020,300402603,90.0,2,0,0,1,0,,3,0.0,7,,0.0,0,1.0,0.0,1.0
1,1.0,10,1040,300402604,90.0,2,0,0,1,0,,3,0.0,7,,0.0,0,1.0,0.0,1.0
1,20.0,1,2,300403101,0.008,1,0,0,99,3000,,1,0.0,3,,0.0,0,1.0,2.3,0.0
1,2.0,10,11,300403102,12.0,1,1,0,99,3000,,1,0.0,20,,0.0,0,0.29,1.0,0.0
1,2.0,10,31,300403103,12.0,1,1,0,99,3000,,1,0.0,21,,0.0,0,0.29,1.0,0.0
1,8.0,1,2,300403201,0.015,1,0,0,1,3000,,1,0.0,3,,0.0,0,0.8,0.8,0.0
1,1.0,13,0,300403202,0.0,1,0,0,1,3000,,1,0.0,1,,0.0,0,100.0,0.12,0.0
1,5.0,1,2,300403203,0.005,1,0,0,99,3000,,1,0.0,3,,0.0,0,1.0,2.0,0.0
1,30.0,1,2,300403301,0.0,1,0,0,1,2160,,1,0.0,14,,0.0,0,4.0,2.6,0.0
1,300.0,16,2,300403302,0.0,1,0,0,1,2160,,1,0.0,14,,0.0,0,0.0,0.0,0.0
1,10.0,1,2,300403401,0.018,1,0,0,1,3000,,2,0.0,3,,0.0,0,0.1,0.0,0.0
1,1.0,28,599,300403501,0.0,2,300403504,300403502,1,-1,,3,0.0,7,,0.0,0,0.0,2.0,0.0
1,1.0,1,2,300403502,0.02,1,0,0,99,-1,,3,0.0,3,,0.0,0,0.1,0.1,0.0
1,1.0,13,0,300403503,0.0,1,0,0,99,-1,,3,0.0,3,,0.0,0,100.0,0.04,0.0
1,1.0,1,2,300403504,0.024,2,0,0,1,-1,,3,0.0,7,,0.0,0,0.1,0.1,0.0
1,1.0,13,0,300403505,0.0,2,0,0,1,-1,,3,0.0,7,,0.0,0,100.0,0.023,0.0
1,100.0,49,20,300404101,41.0,1,0,0,99,3000,,6,0.0,3,,0.0,0,1.0,0.0,0.0
1,1.0,10,11,300404102,24.0,1,1,0,99,3000,,6,0.0,20,,0.0,0,9.0,0.0,0.0
1,1.0,10,31,300404103,24.0,1,1,0,99,3000,,6,0.0,21,,0.0,0,9.0,0.0,0.0
1,2.0,10,41,300404104,24.0,1,1,0,99,3000,,6,0.0,3,,0.0,0,0.0,100.0,0.0
1,1.0,10,81,300404105,24.0,1,1,0,99,3000,,6,0.0,3,,0.0,0,0.0,1000.0,0.0
1,50.0,46,2,300404201,0.0,1,2,100,1,3000,,3,0.0,3,,0.0,0,0.0,0.0,0.0
1,8.0,13,1,300404202,0.0,1,0,0,1,3000,,3,0.0,3,,0.0,0,100.0,0.0,0.0
1,50.0,46,2,300404203,0.0,1,2,100,99,3000,,6,0.0,3,,0.0,0,0.0,0.0,0.0
1,3.0,28,970,300404204,0.0,1,300404207,0,1,3000,,3,0.0,1,,0.0,0,0.0,0.0,0.0
1,40.0,1,2,300404205,0.0004,1,0,100,99,3000,,3,0.0,3,,0.0,0,1.5,0.4,0.0
1,90.0,1,2,300404206,0.0009,1,0,100,99,3000,,3,0.0,3,,0.0,0,1.5,0.9,0.0
1,8.0,13,1,300404207,0.0,1,0,0,99,3000,,3,0.0,3,,0.0,0,100.0,0.0,0.0
1,41.0,1,2,300404301,0.00048,1,0,80,1,3000,,3,0.0,3,,0.0,0,1.0,41.0,0.0
1,300.0,16,2,300404302,0.0,1,0,0,1,3000,,3,0.0,3,,0.0,0,0.0,0.0,0.0
1,400.0,16,4,300404303,0.0,2,0,0,1,0,,3,0.0,7,,0.0,0,0.0,0.0,0.0
1,300.0,16,2,300404304,0.0,1,0,0,1,3000,,3,0.0,3,,0.0,0,0.0,0.0,0.0
1,300.0,16,2,300404305,0.0,1,0,0,99,3000,,3,0.0,3,,0.0,0,0.0,0.0,0.0
1,300.0,16,1,300404306,0.0,2,0,0,1,0,,3,0.0,7,,0.0,0,0.0,0.0,0.0
1,41.0,1,2,300404401,0.00048,1,0,80,1,3000,,3,0.0,3,,0.0,0,1.0,41.0,0.0
1,5.0,1,2,300404501,0.0,1,0,100,99,3000,,6,0.0,3,,0.0,0,1.0,5.0,0.0
1,8.0,13,0,300404502,0.0,1,0,0,99,3000,,6,0.0,3,,0.0,0,100.0,0.0,0.0
1,100.0,17,7,300404601,0.0,2,0,0,1,0,,3,0.0,7,,0.0,0,90.0,0.0,0.0
1,100000.0,73,3,300404602,0.0,2,0,0,1,0,,3,0.0,7,,850000.0,0,90.0,0.0,0.0
1,1.0,10,1020,300404603,90.0,2,0,0,1,0,,3,0.0,7,,0.0,0,1.0,0.0,1.0
1,1.0,10,1040,300404604,90.0,2,0,0,1,0,,3,0.0,7,,0.0,0,1.0,0.0,1.0
1,0.0,98,0,300404605,0.0,2,0,0,1,0,,3,0.0,7,,0.0,0,0.0,90.0,1.0
1,30.0,38,81,300404606,0.0,1,2,0,1,3000,,3,0.0,3,,3000.0,0,90.0,0.0,0.0
1,30.0,1,1,300500101,0.0,1,0,0,1,3000,,1,0.0,2,,0.0,0,2.4,30.0,0.0
1,0.0,7,1,300500201,0.0,1,0,0,1,3000,,2,0.0,8,,0.0,0,0.0,0.0,0.0
1,3.0,1,1,300500202,0.0,1,0,0,99,120,,2,0.0,1,,0.0,0,0.24,3.0,0.0
1,5.0,12,80,300500203,0.1,1,0,0,99,120,,1,0.0,1,,0.0,0,60.0,0.5,0.0
1,13.5,1,1,300600101,0.0,1,0,0,2,3000,,1,0.0,3,,0.0,0,1.08,13.5,0.0
1,2.25,9,1,300600201,0.0,1,0,0,3,3000,,2,0.0,3,,0.0,0,4.0,2.25,0.0
1,1.0,10,21,300600202,8.0,1,1,0,3,3000,,2,0.0,3,,0.0,0,0.36,0.36,0.0
1,13.5,1,1,300601101,0.0,1,0,0,2,3000,,1,0.0,3,,0.0,0,2.8,13.5,0.0
1,0.0,8,5,300601102,0.0,1,0,0,2,3000,,1,0.0,3,,0.0,0,2.0,0.0,0.0
1,3.0,9,1,300601201,0.0,1,0,0,3,3000,,2,0.0,3,,0.0,0,4.0,3.0,0.0
1,1.0,10,21,300601202,8.0,1,1,0,3,3000,,2,0.0,3,,0.0,0,0.36,0.36,0.0
1,18.0,1,1,300602101,0.00054,1,0,50,2,3000,,9,0.0,3,,0.0,0,1.0,18.0,0.0
1,0.0,8,5,300602102,0.0,1,0,0,2,3000,,9,0.0,3,,0.0,0,4.0,0.0,0.0
1,500.0,16,2,300602103,0.0,1,0,0,2,3000,,9,0.0,3,,0.0,0,0.0,0.0,0.0
1,3.0,10,1,300602104,90.0,1,1,0,2,3000,,9,0.0,3,,0.0,0,0.005,0.0,0.0
1,90.0,9,1,300602201,0.0,1,0,100,3,3000,,9,0.0,3,,0.0,0,12.5,0.5,0.0
1,1.0,10,21,300602202,12.5,1,1,0,3,3000,,9,0.0,3,,0.0,0,0.03,0.0,0.0
1,1.0,10,21,300602203,8.0,1,1,0,3,3000,,3,0.0,3,,0.0,0,0.05,0.0,0.0
1,36.0,1,1,300602301,0.00117,1,0,50,1,3000,,3,0.0,3,,0.0,0,1.0,36.0,0.0
1,60.0,1,1,300602302,0.0006,1,0,0,1,3000,,3,0.0,3,,0.0,0,1.5,6.0,0.0
1,100.0,17,7,300602401,0.0,2,0,0,1,0,,3,0.0,7,,0.0,0,90.0,0.0,0.0
1,100000.0,73,3,300602402,0.0,2,0,0,1,0,,3,0.0,7,,850000.0,0,90.0,0.0,0.0
1,1.0,10,1020,300602403,90.0,2,0,0,1,0,,3,0.0,7,,0.0,0,1.0,0.0,1.0
1,1.0,10,1040,300602404,90.0,2,0,0,1,0,,3,0.0,7,,0.0,0,1.0,0.0,1.0
1,18.0,1,1,300603101,0.00054,1,0,50,2,3000,,9,0.0,3,,0.0,0,1.0,18.0,0.0
1,0.0,8,5,300603102,0.0,1,0,0,2,3000,,9,0.0,3,,0.0,0,6.0,0.0,0.0
1,1000.0,16,2,300603103,0.0,1,0,0,2,3000,,9,0.0,3,,0.0,0,0.0,0.0,0.0
1,3.0,10,1,300603104,90.0,1,1,0,2,3000,,9,0.0,3,,0.0,0,0.005,0.0,0.0
1,90.0,9,1,300603201,0.0,1,0,100,3,3000,,9,0.0,3,,0.0,0,12.5,0.5,0.0
1,1.0,10,21,300603202,12.5,1,1,0,3,3000,,9,0.0,3,,0.0,0,0.03,0.0,0.0
1,1.0,10,21,300603203,8.0,1,1,0,3,3000,,3,0.0,3,,0.0,0,0.05,0.0,0.0
1,36.0,1,1,300603301,0.00117,1,0,50,1,3000,,3,0.0,3,,0.0,0,1.0,36.0,0.0
1,60.0,1,1,300603302,0.0006,1,0,0,1,3000,,3,0.0,3,,0.0,0,1.5,6.0,0.0
1,100.0,17,7,300603401,0.0,2,0,0,1,0,,3,0.0,7,,0.0,0,90.0,0.0,0.0
1,100000.0,73,3,300603402,0.0,2,0,0,1,0,,3,0.0,7,,850000.0,0,90.0,0.0,0.0
1,1.0,10,1020,300603403,90.0,2,0,0,1,0,,3,0.0,7,,0.0,0,1.0,0.0,1.0
1,1.0,10,1040,300603404,90.0,2,0,0,1,0,,3,0.0,7,,0.0,0,1.0,0.0,1.0
1,13.5,1,1,300604101,0.0,1,0,0,2,3000,,1,0.0,3,,0.0,0,2.8,13.5,0.0
1,0.0,8,5,300604102,0.0,1,0,0,2,3000,,1,0.0,3,,0.0,0,2.0,0.0,0.0
1,3.0,9,1,300604201,0.0,1,0,0,3,3000,,2,0.0,3,,0.0,0,4.0,3.0,0.0
1,1.0,10,21,300604202,8.0,1,1,0,3,3000,,2,0.0,3,,0.0,0,0.36,0.36,0.0
1,0.5,92,0,300605101,0.0,1,0,0,2,3000,,3,0.0,3,,0.0,0,0.0,0.0,0.0
1,200.0,1,1,300605102,0.003,1,0,0,2,3000,,3,0.0,3,,0.0,0,3.0,2.0,0.0
1,0.0,8,5,300605103,0.0,1,0,0,2,3000,,3,0.0,3,,0.0,0,2.0,0.0,0.0
1,500.0,16,2,300605104,0.0,1,0,0,2,3000,,3,0.0,3,,0.0,0,0.0,0.0,0.0
1,0.0,92,0,300605201,0.0,1,0,0,3,3000,,3,0.0,3,,0.0,0,0.0,0.0,0.0
1,70.0,9,1,300605202,0.0,1,0,0,3,3000,,3,0.0,3,,0.0,0,12.1,0.7,0.0
1,1.0,10,21,300605203,12.1,1,1,0,3,3000,,3,0.0,3,,0.0,0,0.06,0.0,0.0
1,0.5,92,0,300605301,0.0,1,0,0,1,3000,,3,0.0,3,,0.0,0,0.0,0.0,0.0
1,60.0,1,1,300605302,0.0012,1,0,0,1,3000,,3,0.0,3,,0.0,0,3.5,0.6,0.0
1,100.0,17,7,300605401,0.0,2,0,0,1,0,,3,0.0,7,,0.0,0,90.0,0.0,0.0
1,1.0,10,1020,300605402,90.0,2,0,0,1,0,,3,0.0,7,,0.0,0,1.0,0.0,1.0
1,1.0,10,1040,300605403,90.0,2,0,0,1,0,,3,0.0,7,,0.0,0,1.0,0.0,1.0
1,100.0,1,1,300606101,0.01,1,0,50,2,3000,,3,0.0,3,,0.0,0,1.0,10.0,0.0
1,0.0,8,5,300606102,0.0,1,0,0,2,3000,,3,0.0,3,,0.0,0,2.0,0.0,0.0
1,500.0,16,2,300606103,0.0,1,0,0,2,3000,,3,0.0,3,,0.0,0,0.0,0.0,0.0
1,70.0,9,1,300606201,0.0,1,0,100,3,3000,,3,0.0,3,,0.0,0,12.5,0.7,0.0
1,1.0,10,21,300606202,12.5,1,1,0,3,3000,,3,0.0,3,,0.0,0,0.0,500.0,0.0
1,100.0,1,1,300606301,0.01,1,0,50,1,3000,,3,0.0,3,,0.0,0,1.0,10.0,0.0
1,120.0,1,1,300607101,0.0018,1,0,50,2,3000,,3,0.0,3,,0.0,0,3.0,1.2,0.0
1,0.0,8,5,300607102,0.0,1,0,0,2,3000,,3,0.0,3,,0.0,0,2.0,0.0,0.0
1,500.0,16,2,300607103,0.0,1,0,0,2,3000,,3,0.0,3,,0.0,0,0.0,0.0,0.0
1,0.7,9,1,300607201,0.0,1,0,100,3,3000,,3,0.0,3,,0.0,0,12.5,0.007,0.0
1,1.0,10,21,300607202,12.5,1,1,0,3,3000,,3,0.0,3,,0.0,0,0.0,500.0,0.0
1,60.0,1,1,300607301,0.0012,1,0,50,1,3000,,3,0.0,3,,0.0,0,3.5,0.6,0.0
1,100.0,1,1,300608101,0.01,1,0,50,2,3000,,3,0.0,3,,0.0,0,1.0,10.0,0.0
1,0.0,8,5,300608102,0.0,1,0,0,2,3000,,3,0.0,3,,0.0,0,2.0,0.0,0.0
1,500.0,16,2,300608103,0.0,1,0,0,2,3000,,3,0.0,3,,0.0,0,0.0,0.0,0.0
1,70.0,9,1,300608201,0.0,1,0,100,3,3000,,3,0.0,3,,0.0,0,12.5,0.7,0.0
1,1.0,10,21,300608202,12.5,1,1,0,3,3000,,3,0.0,3,,0.0,0,0.0,500.0,0.0
1,100.0,1,1,300608301,0.01,1,0,50,1,3000,,3,0.0,3,,0.0,0,1.0,10.0,0.0
1,9.0,1,1,300700101,0.0,1,0,0,3,3000,,1,0.0,8,,0.0,0,0.81,9.0,0.0
1,1.0,10,20,300700102,6.0,2,1,0,3,3000,,3,0.0,1,,0.05,0,11.0,11.0,0.0
1,1.0,10,10,300700201,6.0,2,1,0,99,3000,,3,0.0,3,,0.05,0,11.0,11.0,0.0
1,0.0,1,1,300701101,0.0,1,0,50,3,3000,,3,0.0,3,,0.0,0,5.0,8.0,99999.0
1,0.0,8,7,300701102,0.0,1,0,0,3,3000,,3,0.0,3,,0.0,0,3.5,0.0,0.0
1,1.5,8,2,300701201,0.0,2,0,0,1,0,,3,0.0,7,,0.0,0,15.0,0.0,0.0
1,100.0,16,1,300701202,0.0,2,0,0,1,0,,3,0.0,7,,0.0,0,0.0,0.0,0.0
1,200.0,16,2,300701203,0.0,1,0,0,2,3000,,3,0.0,3,,0.0,0,0.0,0.0,0.0
1,2.0,10,91,300701204,15.0,1,0,0,2,3000,,3,0.0,3,,0.0,0,0.0,50.0,0.0
1,200.0,1,1,300701301,0.004,1,0,50,1,3000,,3,0.0,3,,0.0,0,3.5,0.004,0.0
1,0.0,1,1,300702101,0.0,1,0,50,3,3000,,9,0.0,3,,0.0,0,10.0,8.0,99999.0
1,0.0,8,7,300702102,0.0,1,0,0,3,3000,,9,0.0,3,,0.0,0,3.5,0.0,0.0
1,1.5,8,2,300702201,0.0,2,0,0,1,0,,3,0.0,7,,0.0,0,15.0,0.0,0.0
1,1.0,10,20,300702202,90.0,2,0,0,1,0,,3,0.0,7,,0.0,0,0.03,0.0,0.0
1,100.0,16,1,300702203,0.0,2,0,0,1,0,,3,0.0,7,,0.0,0,0.0,0.0,0.0
1,200.0,16,2,300702204,0.0,1,0,0,2,3000,,9,0.0,3,,0.0,0,0.0,0.0,0.0
1,2.0,10,91,300702205,15.0,1,0,0,2,3000,,9,0.0,3,,0.0,0,0.0,100.0,0.0
1,200.0,1,1,300702301,0.004,1,0,50,1,3000,,3,0.0,3,,0.0,0,3.5,2.0,0.0
1,50.0,1,1,300703101,0.0005,1,0,0,3,3000,,3,0.0,3,,0.0,0,1.5,0.5,0.0
1,0.0,8,7,300703102,0.0,1,0,0,3,3000,,3,0.0,3,,0.0,0,1.5,0.0,0.0
1,1.0,10,21,300703201,12.0,1,1,0,2,3000,,3,0.0,3,,0.0,0,0.1,0.0,0.0
1,120.0,1,1,300703301,0.0024,1,0,0,1,3000,,3,0.0,3,,0.0,0,3.5,1.2,0.0
1,0.0,1,1,300704101,0.0,1,0,50,3,3000,,9,0.0,3,,0.0,0,10.0,8.0,99999.0
1,0.0,8,7,300704102,0.0,1,0,0,3,3000,,9,0.0,3,,0.0,0,3.5,0.0,0.0
1,1.5,8,2,300704201,0.0,2,0,0,1,0,,3,0.0,7,,0.0,0,15.0,0.0,0.0
1,1.0,10,20,300704202,90.0,2,0,0,1,0,,3,0.0,7,,0.0,0,0.03,0.0,0.0
1,100.0,16,1,300704203,0.0,2,0,0,1,0,,3,0.0,7,,0.0,0,0.0,0.0,0.0
1,200.0,16,2,300704204,0.0,1,0,0,2,3000,,9,0.0,3,,0.0,0,0.0,0.0,0.0
1,2.0,10,91,300704205,15.0,1,0,0,2,3000,,9,0.0,3,,0.0,0,0.0,100.0,0.0
1,200.0,1,1,300704301,0.004,1,0,50,1,3000,,3,0.0,3,,0.0,0,3.5,2.0,0.0
1,3.0,1,1,300705101,0.0,1,0,0,3,3000,,3,0.0,2,,0.0,0,1.0,3.0,0.0
1,1.0,10,10,300705201,18.0,2,1,0,99,3000,,3,0.0,3,,0.0,0,10.0,0.0,0.0
1,6.0,1,1,300705301,0.0,1,0,0,1,3000,,1,0.0,3,,0.0,0,1.0,6.0,0.0
1,6.75,1,1,300800101,0.0,1,0,0,99,3000,,1,0.0,3,,3.0,0,0.54,6.75,0.0
1,-150.0,3,3,300800102,0.0,1,0,0,99,3000,,3,0.0,3,,0.0,0,250.0,0.0,0.0
1,4.5,1,1,300800201,0.0,1,0,0,3,3000,,1,0.0,3,,3.0,0,0.36,4.5,0.0
1,1.0,10,21,300800202,8.0,1,1,0,3,3000,,2,0.0,3,,0.0,0,0.48,0.48,0.0
1,11.0,10,11,300800203,6.0,2,1,0,3,3000,,3,0.0,3,,0.05,0,0.0,11.0,0.0
1,0.0,93,300801102,300801101,0.0,1,0,0,1,3000,,3,0.0,38,,0.0,0,0.0,0.0,0.0
1,60.0,1,2,300801102,0.0009,1,0,50,1,3000,,3,0.0,38,,3.0,0,3.5,0.6,0.0
1,0.0,8,3,300801103,0.0,1,0,0,1,3000,,3,0.0,38,,0.0,0,3.0,0.0,0.0
1,1.0,10,11,300801104,90.0,1,1,0,1,3000,,3,0.0,38,,0.0,0,10.0,0.0,0.0
1,1.0,10,31,300801105,90.0,1,1,0,1,3000,,3,0.0,38,,0.0,0,6.0,0.0,0.0
1,200.0,16,2,300801106,0.0,1,0,0,1,3000,,3,0.0,38,,0.0,0,0.0,0.0,0.0
1,20.0,1,2,300801201,0.0002,1,0,100,99,3000,,3,0.0,3,,3.0,0,1.5,0.2,0.0
1,1.0,10,11,300801202,12.0,1,1,0,99,3000,,3,0.0,3,,0.0,0,10.0,0.0,0.0
1,1.0,10,31,300801203,12.0,1,1,0,99,3000,,3,0.0,3,,0.0,0,6.0,0.0,0.0
1,160.0,16,1,300801204,0.0,2,0,0,1,3000,,3,0.0,7,,0.0,0,0.0,0.0,0.0
1,120.0,1,1,300801301,0.0024,1,0,50,1,3000,,3,0.0,3,,0.0,0,3.5,1.2,0.0
1,0.0,93,300802102,300802101,0.0,1,0,0,1,3000,,3,0.0,38,,0.0,0,0.0,0.0,0.0
1,60.0,1,2,300802102,0.0009,1,0,80,1,3000,,3,0.0,38,,3.0,0,3.5,0.6,0.0
1,0.0,8,3,300802103,0.0,1,0,0,1,3000,,3,0.0,38,,0.0,0,3.0,0.0,0.0
1,1.0,10,11,300802104,90.0,1,1,0,1,3000,,3,0.0,38,,0.0,0,10.0,0.0,0.0
1,1.0,10,31,300802105,90.0,1,1,0,1,3000,,3,0.0,38,,0.0,0,6.0,0.0,0.0
1,200.0,16,2,300802106,0.0,1,0,0,1,3000,,3,0.0,38,,0.0,0,0.0,0.0,0.0
1,20.0,1,2,300802201,0.0002,1,0,100,99,3000,,3,0.0,3,,3.0,0,1.5,0.2,0.0
1,1.0,10,11,300802202,12.0,1,1,0,99,3000,,3,0.0,3,,0.0,0,10.0,0.0,0.0
1,1.0,10,31,300802203,12.0,1,1,0,99,3000,,3,0.0,3,,0.0,0,6.0,0.0,0.0
1,160.0,16,1,300802204,0.0,2,0,0,1,3000,,3,0.0,7,,0.0,0,0.0,0.0,0.0
1,120.0,1,1,300802301,0.0024,1,0,80,1,3000,,3,0.0,3,,0.0,0,3.5,1.2,0.0
1,0.0,93,300803102,300803101,0.0,1,0,0,1,3000,,3,0.0,38,,0.0,0,0.0,0.0,0.0
1,100.0,1,2,300803102,0.01,1,0,80,1,3000,,3,0.0,38,,3.0,0,1.0,10.0,0.0
1,0.0,8,3,300803103,0.0,1,0,0,1,3000,,3,0.0,38,,0.0,0,3.0,0.0,0.0
1,1.0,10,11,300803104,90.0,1,1,0,1,3000,,3,0.0,38,,0.0,0,0.0,60000.0,0.0
1,1.0,10,31,300803105,90.0,1,1,0,1,3000,,3,0.0,38,,0.0,0,0.0,60000.0,0.0
1,200.0,16,2,300803106,0.0,1,0,0,1,3000,,3,0.0,38,,0.0,0,0.0,0.0,0.0
1,100.0,1,2,300803201,0.01,1,0,100,99,3000,,3,0.0,3,,3.0,0,1.0,10.0,0.0
1,1.0,10,11,300803202,12.0,1,1,0,99,3000,,3,0.0,3,,0.0,0,0.0,40000.0,0.0
1,1.0,10,31,300803203,12.0,1,1,0,99,3000,,3,0.0,3,,0.0,0,0.0,40000.0,0.0
1,160.0,16,1,300803204,0.0,2,0,0,1,3000,,3,0.0,7,,0.0,0,0.0,0.0,0.0
1,100.0,1,1,300803301,0.01,1,0,80,1,3000,,3,0.0,3,,0.0,0,1.0,10.0,0.0
1,9.0,1,1,300900101,0.0,1,0,0,4,3000,,1,0.0,3,,0.0,0,0.72,9.0,0.0
1,0.0,8,3,300900102,0.0,2,0,0,4,3000,,1,0.0,3,,0.0,0,2.0,0.0,0.0
1,1.0,10,21,300900201,8.0,1,0,0,3,3000,,1,0.0,3,,0.0,0,0.48,0.48,0.0
1,9.0,1,1,301000101,0.0,1,0,0,3,3000,,1,0.0,3,,0.0,0,0.72,9.0,0.0
1,10.2,1,1,301000201,0.0,1,0,0,2,3000,,1,0.0,3,,0.0,0,0.81,10.2,0.0
1,0.0,8,4,301000202,0.0,1,0,0,2,3000,,1,0.0,3,,0.0,0,4.0,0.0,0.0
1,12.0,1,1,301001101,0.00018,1,0,100,99,400,,2,0.0,3,,0.0,0,1.0,12.0,0.0
1,6.0,26,301001103,301001102,0.0,1,2,0,99,400,,2,0.0,3,,0.0,0,0.0,1.0,0.0
1,1.0,10,30,301001103,90.0,2,1,0,1,0,,3,0.0,7,,0.0,0,0.02,0.0,0.0
1,6.0,1,2,301001201,6e-05,1,0,50,3,3000,,9,0.0,3,,0.0,0,1.0,6.0,0.0
1,8.0,26,301001203,301001202,0.0,2,3,0,1,0,,3,0.0,7,,0.0,0,0.0,0.0001,0.0
1,0.0,8,4,301001203,0.0,1,0,0,3,3000,,9,0.0,3,,0.0,0,2.0,0.0,0.0
1,0.0,8,4,301001204,0.0,1,0,0,2,3000,,9,0.0,3,,0.0,0,3.5,0.0,0.0
1,100.0,17,7,301001301,0.0,2,0,0,1,0,,3,0.0,7,,0.0,0,90.0,0.0,0.0
1,100000.0,73,3,301001302,0.0,2,0,0,1,0,,3,0.0,7,,2000000.0,0,90.0,0.0,0.0
1,1.0,10,1020,301001303,90.0,2,0,0,1,0,,3,0.0,7,,0.0,0,1.0,0.0,1.0
1,1.0,10,1040,301001304,90.0,2,0,0,1,0,,3,0.0,7,,0.0,0,1.0,0.0,1.0
1,10.0,1,1,301001401,0.00015,1,0,50,1,3000,,3,0.0,3,,0.0,0,1.0,10.0,0.0
1,12.0,1,1,301002101,0.00018,1,0,100,99,400,,2,0.0,3,,0.0,0,1.0,12.0,0.0
1,6.0,26,301002103,301002102,0.0,1,2,0,99,400,,2,0.0,3,,0.0,0,0.0,1.0,0.0
1,1.0,10,30,301002103,90.0,2,1,0,1,0,,3,0.0,7,,0.0,0,0.02,0.0,0.0
1,6.0,1,2,301002201,6e-05,1,0,80,3,3000,,9,0.0,3,,0.0,0,1.0,6.0,0.0
1,8.0,26,301002203,301002202,0.0,2,3,0,1,0,,3,0.0,7,,0.0,0,0.0,0.0001,0.0
