normal_atk_cast_time,visual_change_flag,motion_type,atk_type,search_area_width,unit_name,cutin_star6,move_speed,unit_id,prefab_id,comment,cutin,se_type
1.6,0,0,1,3000,邪牛神哞怪,0,270,314603,314600,【物理】吞噬吉祥物并吸收愿望之力后变得狂暴的\n牛形魔物。被愤怒冲昏头脑的猛牛会粉碎周围的愿\n望。\n\n·必杀技能会根据邪牛神哞怪的物理攻击力和角色\n　的最大生命值，对敌方全体造成一定比例的物理\n　伤害，并使其陷入烧伤状态。\n·普通攻击会根据邪牛神哞怪的物理攻击力和角色\n　的最大生命值，对前方一名敌人造成一定比例的\n　物理伤害。\n·根据角色的最大生命值，对魔法攻击力最高的一\n　名敌人造成一定比例的物理伤害，并在将其击退\n　的同时使其眩晕。\n·对前方第一、第二名角色造成物理伤害（大）。\n　技能发动后，大幅提升自身的物理攻击力，大幅\n　降低物理/魔法防御力。\n·剩余时间少于30秒时，会展开更为激烈凶暴的\n　攻击。,0,16
1.6,0,0,1,3000,邪牛神哞怪,0,270,314604,314600,【模式1】出于对力量的渴望，魔物率领手下，再\n次踏上掠夺之路。打倒逼近的流氓，守护年节菜的\n食材吧。\n\n·战斗开始时，小幅提升自身的物理防御力和魔法\n　防御力。通过本防御提升效果所增加的防御力，\n　不受战斗中防御力降低技能的影响。\n·邪牛神哞怪和上位兽人的所有伤害都会中幅降低\n　队伍的技能值回复量。\n·战斗开始时，召唤3只上位兽人。\n·每打倒1只上位兽人，上位兽人的剩余数就减1。\n　之后，再次召唤上位兽人。\n·对前方一名敌人造成魔法伤害（小），大幅降低\n　其物理防御力。这个技能的异常状态在伤害免疫\n　的情况下也会成功赋予。,0,16
1.6,0,0,1,3000,邪牛神哞怪,0,270,314605,314605,【模式2】猛牛的强韧肉体爆裂开来。如果承受怪\n腕发出的全力殴打，肉体与其中的所有烦恼都会烟\n消云散。\n\n·对来自敌人的攻击造成的麻痹、眩晕、束缚、冻\n　结、时间停止、行动速度降低效果失去抗性。\n·战斗开始时，小幅提升自身的物理防御力和魔法\n　防御力。通过本防御提升效果所增加的防御力，\n　不受战斗中防御力降低技能的影响。\n·邪牛神哞怪的所有伤害都会中幅降低队伍的技能\n　值回复量。\n·必杀技能会根据邪牛神哞怪的物理攻击力和角色\n　的最大生命值，对敌方全体造成物理比例伤害，\n　并使其陷入烧伤状态。\n·普通攻击会根据邪牛神哞怪的物理攻击力和角色\n　的最大生命值，对前方一名敌人造成物理比例伤\n　害。\n·对前方第一名、第二名角色造成物理伤害（大）。\n　技能发动后，大幅提升自身的物理攻击力，大幅\n　降低物理/魔法防御力。\n·解除敌方全体的属性值提升效果，在一定时间内\n　展开战斗领域。\n【战斗领域效果】\n·将敌方全体的物理攻击力和魔法攻击力降低10\n　0%后，极大幅度提升物理攻击力和魔法攻击力。\n·邪牛神哞怪的物理攻击力降低100%后，极大\n　幅度提升物理攻击力。,0,16
1.6,0,0,1,3000,邪牛神哞怪,0,270,314606,314605,【模式3】猛牛不顾身受重伤，嚣张地挡住前路。\n打倒被执念所困的麻烦魔物，夺回可喜可贺的新年\n吧！\n\n·战斗开始时，小幅提升自身的物理防御力和魔法\n　防御力。通过本防御提升效果所增加的防御力，\n　不受战斗中防御力降低技能的影响。\n·邪牛神哞怪的所有伤害都会中幅降低队伍的技能\n　值回复量。\n·必杀技能会根据邪牛神哞怪的物理攻击力和角色\n　的最大生命值，对敌方全体造成一定比例的物理\n　伤害，并使其陷入烧伤状态。\n·对魔法攻击力最高的一名敌人造成一定比例的物\n　理伤害，将其击退的同时使其眩晕。\n·对前方第一名、第二名角色造成物理伤害（大）。\n　技能发动后，大幅提升自身的物理攻击力，大幅\n　降低物理/魔法防御力。\n·剩余时间少于30秒时，会展开更为激烈凶暴的\n　攻击。,0,16
1.6,0,0,1,3000,巨型魔像,0,270,314700,314700,,0,16
1.6,0,0,1,3000,巨型魔像,0,270,314701,314700,【物理】会接二连三呼唤魔像同族的岩石魔物。撼\n动大地的巨腕向冒险者们袭来。\n\n·由于主人公尚未醒来，在本次战斗中所有角色的\n　连结爆发都无法发动。\n·由于佩可莉姆尚未醒来，在本次战斗中佩可莉姆\n　（包含同名角色）不可编组。\n·必杀技能会根据巨型魔像的物理攻击力和角色的\n　最大生命值，对前方四名角色造成物理比例伤害。\n·击退敌方全体，召唤魔像。并中幅提升自己的物\n　理攻击力。\n·对前方第一名角色造成物理伤害（大）。,0,16
1.6,0,0,1,3000,巨型魔像,0,270,314702,314700,【物理】会接二连三呼唤魔像同族的岩石魔物。撼\n动大地的巨腕向冒险者们袭来。\n\n·由于主人公尚未醒来，在本次战斗中所有角色的\n　连结爆发都无法发动。\n·由于佩可莉姆尚未醒来，在本次战斗中佩可莉姆\n　（包含同名角色）不可编组。\n·必杀技能会根据巨型魔像的物理攻击力和角色的\n　最大生命值，对前方四名角色造成物理比例伤害。\n·击退敌方全体，召唤魔像。并中幅提升自己的物\n　理攻击力。\n·对前方第一名角色造成物理伤害（大）。,0,16
1.6,0,0,1,3000,巨型魔像,0,270,314703,314700,【物理】会接二连三呼唤魔像同族的岩石魔物。撼\n动大地的巨腕向冒险者们袭来。\n\n·由于主人公尚未醒来，在本次战斗中所有角色的\n　连结爆发都无法发动。\n·由于佩可莉姆尚未醒来，在本次战斗中佩可莉姆\n　（包含同名角色）不可编组。\n·必杀技能会根据巨型魔像的物理攻击力和角色的\n　最大生命值，对前方四名角色造成物理比例伤害。\n·击退敌方全体，召唤魔像。并中幅提升自己的物\n　理攻击力。\n·对前方第一名角色造成物理伤害（大）。,0,16
1.6,0,0,1,3000,巨型魔像,0,270,314704,314704,【模式1】按照巨石的指示，其下属的魔像挡在冒\n险者前方。岩石魔物们只知道全力震动大地，一味\n地发起进攻。\n\n·由于主人公尚未醒来，在本次战斗中所有角色的\n　连结爆发都无法发动。\n·由于佩可莉姆尚未醒来，在本次战斗中佩可莉姆\n　（包含同名角色）不可编组。\n·战斗开始时，小幅提升自身的物理防御力和魔法\n　防御力。通过本防御提升效果所增加的防御力，\n　不受战斗中防御力降低技能的影响。\n·必杀技能会根据巨型魔像的物理攻击力和角色的\n　最大生命值，对前方四名角色造成物理比例伤害。,0,16
1.6,0,0,1,3000,巨型魔像,0,270,314705,314704,【模式2】突然之间，众多幻象从森林深处出现。\n在与同伴们相似的外表面前，考验的是真正的情谊。\n\n·由于主人公尚未醒来，在本次战斗中所有角色的\n　连结爆发都无法发动。\n·由于佩可莉姆尚未醒来，在本次战斗中佩可莉姆\n　（包含同名角色）不可编组。\n·战斗开始时，小幅提升自身的物理防御力和魔法\n　防御力。通过本防御提升效果所增加的防御力，\n　不受战斗中防御力降低技能的影响。\n·击退敌方全体，召唤多个暗影。\n·对前方第一名角色造成物理伤害（小）。,0,16
1.6,0,0,1,3000,巨型魔像,0,270,314706,314706,【模式3】伴随着满布裂纹的巨石发出的咆哮，岩\n石们再次挡在前方。从岩石的躯体深处窥视一切的\n红眸死死盯着敌人，用强壮的巨腕横扫一切。\n\n·由于主人公尚未醒来，在本次战斗中所有角色的\n　连结爆发都无法发动。\n·由于佩可莉姆尚未醒来，在本次战斗中佩可莉姆\n　（包含同名角色）不可编组。\n·战斗开始时，小幅提升自身的物理防御力和魔法\n　防御力。通过本防御提升效果所增加的防御力，\n　不受战斗中防御力降低技能的影响。\n·必杀技能会根据巨型魔像的物理攻击力和角色的\n　最大生命值，对前方四名角色造成物理比例伤害。\n·击退敌方全体，召唤魔像。并中幅提升自己的物\n　理攻击力。这个技能的效果每次发动时都会提升。\n·对前方第一名角色造成物理伤害（大）。,0,16
1.6,0,0,1,3000,超负荷之力,0,270,314800,314800,,0,16
1.6,0,0,1,3000,超负荷之力,0,270,314801,314800,【物理】从“对变强的渴望”诞生的力量。什么才\n是真正的强大？不断自我提问，就能找到答案吗？\n振作起来，找回曾经的情谊吧。\n\n·必杀技能会对敌方全体造成物理伤害（大）。若\n　超负荷之力的目标没有处于击破状态，则提升伤\n　害。\n·中幅降低敌方全体物理防御力，并对其造成物理\n　伤害（中）。若超负荷之力的目标没有处于击破\n　状态，则提升造成的伤害和技能效果。该技能的\n　效果在伤害免疫的情况下也会成功赋予。\n·对前方第一名角色造成物理伤害（大）。\n·超负荷之力的目标处于击破状态时，中幅降低自\n　身的物理防御力和魔法防御力。,0,16
1.6,0,0,1,3000,超负荷之力,0,270,314802,314800,【物理】从“对变强的渴望”诞生的力量。什么才\n是真正的强大？不断自我提问，就能找到答案吗？\n振作起来，找回曾经的情谊吧。\n\n·必杀技能会对敌方全体造成物理伤害（大）。若\n　超负荷之力的目标没有处于击破状态，则提升伤\n　害。\n·中幅降低敌方全体物理防御力，并对其造成物理\n　伤害（中）。若超负荷之力的目标没有处于击破\n　状态，则提升造成的伤害和技能效果。该技能的\n　效果在伤害免疫的情况下也会成功赋予。\n·对前方第一名角色造成物理伤害（大）。\n·超负荷之力的目标处于击破状态时，中幅降低自\n　身的物理防御力和魔法防御力。,0,16
1.6,0,0,1,3000,超负荷之力,0,270,314803,314800,【物理】从“对变强的渴望”诞生的力量。什么才\n是真正的强大？不断自我提问，就能找到答案吗？\n振作起来，找回曾经的情谊吧。\n\n·必杀技能会对敌方全体造成物理伤害（大）。若\n　超负荷之力的目标没有处于击破状态，则提升伤\n　害。\n·中幅降低敌方全体物理防御力，并对其造成物理\n　伤害（中）。若超负荷之力的目标没有处于击破\n　状态，则提升造成的伤害和技能效果。该技能的\n　效果在伤害免疫的情况下也会成功赋予。\n·对前方第一名角色造成物理伤害（大）。\n·超负荷之力的目标处于击破状态时，中幅降低自\n　身的物理防御力和魔法防御力。,0,16
1.6,0,0,1,3000,超负荷之力,0,270,314804,314804,【模式1】从容器中溢出的超负荷之力所创造的临\n时【美食殿堂】。依靠再次结下的这份情谊，超越\n自我吧！\n\n·战斗开始时，小幅提升自身的物理防御力和魔法\n　防御力。通过本防御提升效果所增加的防御力，\n　不受战斗中防御力降低技能的影响。\n·超负荷之力的所有伤害都会中幅降低队伍的技能\n　值回复量。\n·召唤佩可莉姆、可可萝、凯露和雪菲的暗影。\n·对前方第一名角色造成物理伤害（大）。\n·超负荷之力的目标处于击破状态时，中幅降低自\n　身的物理防御力和魔法防御力。,0,16
1.6,0,0,1,3000,超负荷之力,0,270,314805,314805,【模式2】溢出之力形成的球状物体，其脉动发生\n变化，发起歼灭的强攻。思念之刃能否突破剑雨，\n传达出去？超越全力，指明前进的道路吧！\n\n·战斗开始时，超负荷之力启动，解放本体更强的\n　力量。特大幅度降低敌方全体的生命值吸收，展\n　开更为激烈强力的攻击。\n·战斗开始时，小幅提升自身的物理防御力和魔法\n　防御力。通过本防御提升效果所增加的防御力，\n　不受战斗中防御力降低技能的影响。\n·超负荷之力的所有伤害都会中幅降低队伍的技能\n　值回复量。\n·必杀技能会对敌方全体造成物理伤害（特大）。\n·对敌方全体造成物理伤害（中），并小幅降低其\n　物理防御力。此外，若超负荷之力光球的目标没\n　有处于击破状态，则提升技能效果。这个技能的\n　效果在伤害免疫的情况下也会成功赋予。\n·超负荷之力的目标处于击破状态时，大幅降低自\n　身的物理防御力和魔法防御力。,0,16
1.6,0,0,1,3000,超负荷之力,0,270,314806,314804,【模式3】溢出的另一股力量改变了形状，化为苍\n蓝剑闪，如流星一般纷纷坠落。走过的路与结下的\n情谊的证明。前往我所连结的未来！\n\n·战斗开始时，小幅提升自身的物理防御力和魔法\n　防御力。通过本防御提升效果所增加的防御力，\n　不受战斗中防御力降低技能的影响。\n·超负荷之力的所有伤害都会中幅降低队伍的技能\n　值回复量。\n·必杀技能会对敌方全体造成物理伤害（大）。此\n　外，若超负荷之力的目标没有处于击破状态，则\n　提升造成的伤害。\n·对敌方全体造成物理伤害（中），并中幅降低其\n　物理防御力。此外，若超负荷之力的目标没有处\n　于击破状态，则提升造成的伤害及技能效果。这\n　个技能的效果在伤害免疫的情况下也会成功赋予。\n·对前方第一名角色造成物理伤害（大）。\n·超负荷之力的目标处于击破状态时，中幅降低自\n　身的物理防御力和魔法防御力。,0,16
1.8,0,0,1,3000,领主哥布林&哥布林手下,0,270,314901,314901,【模式1】盘踞于沙漠一带的哥布林族魁首。带着\n手下一起迎击来到城池的老练冒险者。\n\n▼模式1突破条件对领主哥布林&哥布林手下造成\n伤害，使其生命值降到8880万以下。\n\n·战斗开始时，小幅提升自身的物理防御力和魔法\n　防御力。通过本防御提升效果所增加的防御力，\n　不受战斗中防御力降低技能的影响。\n·战斗开始时，使用伤害上限技能，当一次行动对\n　其施加的伤害超过一定数值，伤害量将根据施加\n　的伤害值而减少。\n·领主哥布林&哥布林手下的所有伤害都会中幅降\n　低队伍的技能值回复量。\n·必杀技能会根据角色的最大生命值，对敌方全体\n　造成一定比例的物理伤害，并将其大幅度击飞。\n　这个技能的异常状态在伤害免疫的情况下也会成\n　功赋予。\n·根据角色的最大生命值，对敌方全体造成一定比\n　例的物理伤害。\n·装甲车上的哥布林手下的目标被击破时即会消失，\n　并小幅降低领主哥布林&哥布林手下的物理防御\n　力和魔法防御力。\n·装甲车核心的目标被击破时，小幅降低领主哥布\n　林&哥布林手下的物理防御力和魔法防御力。\n·领主哥布林&哥布林手下的目标全部被击破时，\n　特大幅度降低物理防御力和魔法防御力，并变更\n　攻击行动。\n·行动变更后，核心开始积蓄能量，经过一定时间\n　后，对自身赋予持续回复技能值状态。积蓄能量\n　期间，如果受到一定量的伤害，则技能中断，使\n　自身陷入烧伤状态。\n·若战斗超时，会使敌方全体陷入无法战斗状态。,0,16
1.8,0,0,1,3000,领主哥布林,0,270,315001,315001,【模式2】见装甲车遭到破坏变成废物，魁首震怒。\n派出哥布林族的强者，成为冒险者的下一道难关，\n不会轻易让其突破。\n\n▼模式2突破条件对巨型哥布林和专家哥布林造成\n伤害，使其生命值降为0。\n\n·战斗开始时，对自身赋予无敌状态，完全防御敌\n　人的攻击。\n·领主哥布林的所有伤害都会中幅降低队伍的技能\n　值回复量。\n·必杀技能会根据角色的剩余生命值，对敌方全体\n　造成一定比例的物理伤害。\n·若战斗超时，会使敌方全体陷入无法战斗状态。,0,16
1.8,0,0,1,3000,领主哥布林,0,270,315002,315002,【模式3】统领沙漠的哥布林族魁首。将属下被杀\n的怒气化为武器，以压倒性的力量让眼前的一切化\n为尘土。\n\n▼模式3突破条件对领主哥布林造成伤害，使其生\n命值降为0。\n\n·战斗开始时，小幅提升自身的物理防御力和魔法\n　防御力。通过本防御提升效果所增加的防御力，\n　不受战斗中防御力降低技能的影响。\n·战斗开始时，使用伤害上限技能，当一次行动对\n　其施加的伤害超过一定数值，伤害量将根据施加\n　的伤害值而减少。\n·领主哥布林的所有伤害都会中幅降低队伍的技能\n　值回复量。\n·必杀技能会根据角色的剩余生命值，对敌方全体\n　造成一定比例的物理伤害，并大幅提升自身的物\n　理攻击力。根据自身的物理攻击力，增加所造成\n　的伤害比例。\n·对敌方全体造成物理伤害（大），并使其眩晕。\n　这个技能的异常状态在伤害免疫的情况下也会成\n　功赋予。\n·对前方范围内的敌人造成物理伤害（大），并将\n　其大幅度击飞。这个技能的异常状态在伤害免疫\n　的情况下也会成功赋予。\n·根据角色的最大生命值，对前方一名角色造成一\n　定比例的物理伤害。\n·剩余生命值在1872万以下时，特大幅度提升\n　物理攻击力和行动速度，并展开更为激烈凶暴的\n　攻击。\n·若战斗超时，会使敌方全体陷入无法战斗状态。,0,16
1.8,0,0,1,3000,领主哥布林,0,270,315003,315003,【物理】统领沙漠的哥布林族魁首。将属下被杀的\n怒气化为武器，以压倒性的力量让眼前的一切化为\n尘土。\n\n·战斗开始时，中幅提升自身的物理防御力和魔法\n　防御力。通过本防御提升效果所增加的防御力，\n　不受战斗中防御力降低技能的影响。\n·战斗开始时，使作用于自身的技能值降低的效果\n　量减少50%。\n·战斗开始时，特大幅度降低敌方全体的生命值吸\n　收。\n·自身在一次行动中所受到的伤害值会衰减。伤害\n　值越高，衰减率也会随之提升。\n·领主哥布林的所有伤害使队伍产生的技能值回复\n　量中幅降低。\n·必杀技能可解除敌方全体的屏障，再根据自身的\n　物理攻击力对敌方全体造成一定比例的物理伤害。\n　此外，中幅提升自身的物理攻击力直至战斗结束。\n　该技能造成的伤害不会使角色的技能值回复。\n·根据自身的物理攻击力，对敌方全体造成物理固\n　定伤害，并使其短时间内陷入眩晕状态。当角色\n　的生命值低于70%时，使其长时间内陷入眩晕\n　状态。这个技能的异常状态在伤害免疫的情况下\n　也会成功赋予。该技能所造成的伤害无法回复技\n　能值。\n·根据自身的物理攻击力对前方范围内的角色造成\n　物理固定伤害，并将其击退。这个技能的异常状\n　态在伤害免疫的情况下也会成功赋予。\n·剩余时间少于30秒时，大幅提升物理攻击力和\n　行动速度，展开更为激烈凶暴的攻击。,0,16
1.8,0,0,1,3000,领主哥布林,0,270,315004,315004,【物理】统领沙漠的哥布林族魁首。将属下被杀的\n怒气化为武器，以压倒性的力量让眼前的一切化为\n尘土。\n\n【特殊效果】\n·所有的技能伤害无法回复技能值\n【必杀技能】\n·解除敌方全体屏障\n·对敌方全体造成物理比例伤害\n·自身的物理攻击力越高：比例越高\n·提升自身物理攻击力\n【技能1】\n·对敌方全体造成物理固定伤害\n·自身的物理攻击力越高：伤害越大\n·使敌方全体陷入眩晕状态（必中）\n·目标生命值低于70%：延长眩晕时间\n【技能2】\n·对前方范围造成物理固定伤害\n·自身的物理攻击力越高：伤害越大\n·击退前方范围的敌人（必中）\n【剩余时间30秒时发动】\n·提升自身物理攻击力\n·提升自身行动速度\n·改变行动模式,0,16
1.6,0,0,1,3000,仇鼠·怒发冲冠的啾地,0,270,315100,315100,,0,16
1.6,0,0,1,3000,仇鼠·怒发冲冠的啾地,0,270,315101,315100,【物理】老鼠家族的伟大头目。在牧场吃了败仗后，\n逃到了救济院。如今时机已到，即将为了夺回故乡\n而展开复仇。\n\n·必杀技能会对敌方全体造成物理伤害（小），中\n　幅降低其物理防御力。当复仇之炎燃烧时，将不\n　再有物理防御力降低效果，转为提升造成的伤害。\n·以前方第一名角色为中心，中幅降低一定范围内\n　敌人的物理防御力和魔法防御力。\n·中幅提升我方全体的物理攻击力，特大幅度回复\n　自身技能值。\n·对前方第一名角色造成物理伤害（小）。\n·仇鼠·空手干架的啾座被讨伐时，战斗开始后，\n　或是在仇鼠·怒发冲冠的啾地进行普通攻击时，\n　燃起复仇之炎，展开更为激烈凶暴的攻击。,0,16
1.6,0,0,1,3000,仇鼠·怒发冲冠的啾地,0,270,315102,315100,【物理】老鼠家族的伟大头目。在牧场吃了败仗后，\n逃到了救济院。如今时机已到，即将为了夺回故乡\n而展开复仇。\n\n·必杀技能会对敌方全体造成物理伤害（小），中\n　幅降低其物理防御力。当复仇之炎燃烧时，将不\n　再有物理防御力降低效果，转为提升造成的伤害。\n·以前方第一名角色为中心，大幅降低一定范围内\n　敌人的物理防御力和魔法防御力。\n·中幅提升我方全体的物理攻击力，特大幅度回复\n　自身技能值。\n·对前方第一名角色造成物理伤害（小）。\n·仇鼠·空手干架的啾座被讨伐时，战斗开始后，\n　或是在仇鼠·怒发冲冠的啾地进行普通攻击时，\n　燃起复仇之炎，展开更为激烈凶暴的攻击。,0,16
1.6,0,0,1,3000,仇鼠·怒发冲冠的啾地,0,270,315103,315100,【物理】老鼠家族的伟大头目。在牧场吃了败仗后，\n逃到了救济院。如今时机已到，即将为了夺回故乡\n而展开复仇。\n\n·必杀技能会对敌方全体造成物理伤害（小），中\n　幅降低其物理防御力。当复仇之炎燃烧时，将不\n　再有物理防御力降低效果，转为提升造成的伤害。\n·以前方第一名角色为中心，大幅降低一定范围内\n　敌人的物理防御力和魔法防御力。\n·中幅提升我方全体的物理攻击力，特大幅度回复\n　自身技能值。\n·对前方第一名角色造成物理伤害（小）。\n·仇鼠·空手干架的啾座被讨伐时，战斗开始后，\n　或是在仇鼠·怒发冲冠的啾地进行普通攻击时，\n　燃起复仇之炎，展开更为激烈凶暴的攻击。,0,16
1.6,0,0,1,3000,仇鼠·怒发冲冠的啾地,0,270,315104,315104,【模式1】大头目的威光再次笼罩牧场。老鼠手下\n挤满会场，拉开全家族总动员进行抗争的序幕。\n\n·战斗开始时，小幅提升自身的物理防御力和魔法\n　防御力。通过本防御提升效果所增加的防御力，\n　不受战斗中防御力降低技能的影响。\n·仇鼠·怒发冲冠的啾地的所有伤害都会中幅降低\n　队伍的技能值回复量。\n·战斗开始时，召唤3只老鼠手下，并击退敌方全\n　体。\n·每打倒1只老鼠手下，老鼠手下的剩余数就减1。\n　之后再次召唤老鼠手下，并击退敌方全体。\n·对前方第一名角色造成物理伤害（小）。,0,16
1.6,0,0,1,3000,仇鼠·怒发冲冠的啾地,0,270,315105,315104,【模式2】在接连被打倒的老鼠手下身上，过去的\n惨剧正在重演。为卷土重来，逆转颓势，大头目拿\n起武器亲自上阵。\n\n·战斗开始时，小幅提升自身的物理防御力和魔法\n　防御力。通过本防御提升效果所增加的防御力，\n　不受战斗中防御力降低技能的影响。\n·仇鼠·怒发冲冠的啾地的所有伤害都会中幅降低\n　队伍的技能值回复量。\n·必杀技能会对敌方全体造成物理伤害（小），小\n　幅降低其物理防御力。\n·对前方第一名角色造成物理伤害（小）。,0,16
1.6,0,0,1,3000,仇鼠·怒发冲冠的啾地,0,270,315106,315104,【模式3】为保卫家族的生活，赤鼠的怒吼响彻会\n场。被社会排斥的悲伤魔物，为了家族的存亡而全\n力以赴挥出拳头。\n\n·战斗开始时，小幅提升自身的物理防御力和魔法\n　防御力。通过本防御提升效果所增加的防御力，\n　不受战斗中防御力降低技能的影响。\n·仇鼠·怒发冲冠的啾地的所有伤害都会中幅降低\n　队伍的技能值回复量。\n·必杀技能会对敌方全体造成物理伤害（小），小\n　幅降低其物理防御力。当复仇之炎燃烧时，将不\n　再有物理防御力降低效果，转为提升造成的伤害。\n·以前方第一名角色为中心，中幅降低一定范围内\n　敌人的物理防御力和魔法防御力。\n·中幅提升我方全体的物理攻击力，特大幅度回复\n　自身技能值。\n·对前方第一名角色造成物理伤害（小）。\n·仇鼠·空手干架的啾座被讨伐时，战斗开始后，\n　或是在仇鼠·怒发冲冠的啾地进行普通攻击时，\n　燃起复仇之炎，展开更为激烈凶暴的攻击。,0,16
1.6,0,0,1,3000,仇鼠·空手干架的啾座,0,270,315200,315200,,0,16
1.6,0,0,1,3000,仇鼠·空手干架的啾座,0,270,315201,315200,【物理】老鼠家族可靠的少当家。曾经赤手空拳打\n遍天下的威猛斗鼠，为了将家族从危机中救出，不\n惜拿起武器投身抗争。\n\n·必杀技能会以前方第一名角色为中心，对一定范\n　围内的敌人造成物理伤害（大）。\n·对前方第一名角色造成物理伤害（中），中幅降\n　低其物理防御力。\n·对前方第一名角色造成物理伤害（小）。,0,16
1.6,0,0,1,3000,仇鼠·空手干架的啾座,0,270,315202,315200,【物理】老鼠家族可靠的少当家。曾经赤手空拳打\n遍天下的威猛斗鼠，为了将家族从危机中救出，不\n惜拿起武器投身抗争。\n\n·必杀技能会以前方第一名角色为中心，对一定范\n　围内的敌人造成物理伤害（大）。\n·对前方第一名角色造成物理伤害（中），中幅降\n　低其物理防御力。\n·对前方第一名角色造成物理伤害（小）。,0,16
1.6,0,0,1,3000,仇鼠·空手干架的啾座,0,270,315203,315200,【物理】老鼠家族可靠的少当家。曾经赤手空拳打\n遍天下的威猛斗鼠，为了将家族从危机中救出，不\n惜拿起武器投身抗争。\n\n·必杀技能会以前方第一名角色为中心，对一定范\n　围内的敌人造成物理伤害（大）。\n·对前方第一名角色造成物理伤害（中），中幅降\n　低其物理防御力。\n·对前方第一名角色造成物理伤害（小）。,0,16
1.6,0,0,1,3000,仇鼠·空手干架的啾座,0,270,315204,315204,老鼠家族首屈一指的武斗派。对再次全家族总动员\n抗敌这件事感到热血沸腾，双眼因好战而炯炯发亮。\n\n·战斗开始时，小幅提升自身的物理防御力和魔法\n　防御力。通过本防御提升效果所增加的防御力，\n　不受战斗中防御力降低技能的影响。\n·仇鼠·空手干架的啾座的所有伤害都会中幅降低\n　队伍的技能值回复量。\n·对前方第一名角色造成物理伤害（小）。,0,16
1.6,0,0,1,3000,仇鼠·空手干架的啾座,0,270,315205,315204,狂暴开膛手家族的特攻队长。总是站在前线，用自\n己的背影引领年轻人。倾尽全力的一刀挥出气势汹\n汹的殊死一击，能削掉对手的铠甲。\n\n·战斗开始时，小幅提升自身的物理防御力和魔法\n　防御力。通过本防御提升效果所增加的防御力，\n　不受战斗中防御力降低技能的影响。\n·仇鼠·空手干架的啾座的所有伤害都会中幅降低\n　队伍的技能值回复量。\n·必杀技能会以前方第一名角色为中心，对一定范\n　围内的敌人造成物理伤害（大）。\n·对前方第一名角色造成物理伤害（小），中幅降\n　低其物理防御力。\n·在战斗中，仇鼠·空手干架的啾座自身的剩余生\n　命值低于50%时，会特大幅度降低自身的技能\n　值，并陷入昏迷，无法行动。并不再成为攻击的\n　对象。\n·在战斗中，仇鼠·空手干架的啾座自身的剩余生\n　命值低于50%时会陷入昏迷，无法行动。并不\n　再成为攻击的对象。,0,16
1.6,0,0,1,3000,仇鼠·空手干架的啾座,0,270,315206,315206,让其他族人又害怕又敬慕的家族大哥。抱着为家人\n失去生命也在所不惜的念头，热血少当家挥出全力\n以赴的一刀，开拓自己与家人的未来。\n\n·战斗开始时，小幅提升自身的物理防御力和魔法\n　防御力。通过本防御提升效果所增加的防御力，\n　不受战斗中防御力降低技能的影响。\n·仇鼠·空手干架的啾座的所有伤害都会中幅降低\n　队伍的技能值回复量。\n·必杀技能会以前方第一名角色为中心，对一定范\n　围内的敌人造成物理伤害（大）。\n·对前方第一名角色造成物理伤害（小），中幅降\n　低其物理防御力。\n·对前方第一名角色造成物理伤害（小）。,0,16
1.6,0,0,1,3000,噬魂凶蛇,0,270,315300,315300,【物理】通过塔的魔力显现的凶猛灵蛇。张开充满\n怨恨的大口，贪婪地吞食冒险者的灵魂。\n\n·噬魂凶蛇会根据持有的“吸魂”个数，强化自身\n　的普通攻击和各技能的效果。\n·每发动一次普通攻击，增加6个“吸魂”。\n·必杀技能会根据噬魂凶蛇持有的“吸魂”个数，\n　对敌方全体造成一定比例的魔法伤害，并增加5\n　个“吸魂”。\n·对敌方全体造成魔法伤害（小）的同时减少其技\n　能值，并展开降低技能值上升量的领域。技能值\n　减少量和领域的效果值会随着噬魂凶蛇持有的\n　“吸魂”个数增多而强化。\n·每进行一次攻击，噬魂凶蛇便增加1个“吸魂”\n　并召唤2只分身，同时将敌方全体小幅度击飞。\n·战斗开始时，中幅提升自身的物理攻击力和魔法\n　攻击力，但会处于每次受到伤害，噬魂凶蛇都会\n　减少1个“吸魂”的状态。\n·剩余生命值低于30%时，会大幅提升魔法攻击\n　力，并增加20个“吸魂”。,0,16
1.6,0,0,1,3000,强欲暴君·赌场之王,0,270,315400,315400,,0,16
1.6,0,0,1,3000,强欲暴君·赌场之王,0,270,315401,315400,【物理】自私残暴的强欲暴君。通过“龙之卵”以\n暴力消灭敌人。\n\n·必杀技能会根据强欲暴君·赌场之王的物理攻击\n　力和角色的最大生命值，对前方第一名角色造成\n　一定比例的物理伤害。\n·展开屏障，极大幅度提升强欲暴君·赌场之王自\n　身的物理/魔法防御力。\n·强欲暴君·赌场之王自身的生命值低于50%时，\n　会展开更为激烈强力的攻击。\n·掷骰子，提升强欲暴君·赌场之王自身的物理攻\n　击力。根据掷出的点数，物理攻击力提升的效果\n　也会有所变化。掷出1时，小幅提升物理攻击力。\n　掷出2和3时，中幅提升物理攻击力。掷出4和\n　5时，大幅提升物理攻击力。掷出6时，极大幅\n　度提升物理攻击力。强欲暴君·赌场之王的生命\n　值低于50%时，就会使用该技能。\n·对前方第一名角色造成物理伤害（大）。,0,16
