hp_recovery_rate,promotion_level,magic_def,energy_recovery_rate,dodge,hp,wave_hp_recovery,physical_penetrate,life_steal,physical_critical,magic_critical,magic_penetrate,def,energy_reduce_rate,unit_id,magic_str,atk,accuracy,wave_energy_recovery
10.0,5,4.0,0.0,3.0,1150.0,130.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,123601,0.0,341.0,0.0,45.0
10.0,6,6.0,0.0,3.0,1905.0,220.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,123601,0.0,563.0,0.0,60.0
10.0,7,8.0,0.0,3.0,2655.0,690.0,0.0,5.0,0.0,0.0,0.0,37.0,0.0,123601,0.0,810.0,0.0,60.0
10.0,8,10.0,8.0,3.0,3310.0,925.0,0.0,5.0,0.0,0.0,0.0,45.0,0.0,123601,0.0,1166.0,0.0,85.0
10.0,9,12.0,13.0,3.0,3845.0,1225.0,0.0,5.0,25.0,0.0,0.0,54.0,0.0,123601,0.0,1564.0,0.0,110.0
20.0,10,18.0,22.0,3.0,3915.0,1325.0,0.0,8.0,65.0,0.0,0.0,60.0,0.0,123601,0.0,2035.0,0.0,125.0
30.0,11,23.0,26.0,5.0,4175.0,1475.0,0.0,8.0,115.0,0.0,0.0,64.0,0.0,123601,0.0,2500.0,18.0,125.0
36.0,12,25.0,26.0,5.0,4805.0,1625.0,0.0,10.0,169.0,0.0,0.0,68.0,0.0,123601,0.0,2987.0,38.0,125.0
36.0,13,31.0,28.0,5.0,5115.0,1625.0,0.0,12.0,236.0,0.0,0.0,74.0,0.0,123601,0.0,3522.0,51.0,150.0
36.0,14,35.0,28.0,5.0,5375.0,1745.0,0.0,12.0,315.0,0.0,0.0,79.0,0.0,123601,0.0,4142.0,54.0,175.0
36.0,15,41.0,28.0,5.0,5725.0,1745.0,0.0,12.0,397.0,0.0,0.0,89.0,0.0,123601,0.0,4760.0,54.0,201.0
36.0,16,43.0,28.0,5.0,5885.0,1745.0,0.0,12.0,512.0,0.0,0.0,97.0,0.0,123601,0.0,5460.0,59.0,201.0
36.0,17,47.0,28.0,5.0,5995.0,1745.0,0.0,12.0,614.0,0.0,0.0,103.0,0.0,123601,0.0,6222.0,62.0,201.0
36.0,18,52.0,28.0,5.0,6125.0,1745.0,0.0,12.0,771.0,0.0,0.0,106.0,0.0,123601,0.0,7041.0,66.0,201.0
36.0,19,56.0,28.0,5.0,6280.0,1745.0,0.0,12.0,954.0,0.0,0.0,110.0,0.0,123601,0.0,7969.0,66.0,201.0
36.0,20,61.0,28.0,5.0,6880.0,1745.0,0.0,12.0,1110.0,0.0,0.0,123.0,0.0,123601,0.0,8914.0,71.0,201.0
36.0,21,66.0,28.0,10.0,7145.0,1745.0,0.0,12.0,1279.0,0.0,0.0,129.0,0.0,123601,0.0,10009.0,71.0,201.0
36.0,22,72.0,28.0,10.0,7355.0,1745.0,0.0,12.0,1442.0,0.0,0.0,140.0,0.0,123601,0.0,11300.0,71.0,201.0
36.0,23,80.0,28.0,10.0,7485.0,1745.0,0.0,12.0,1573.0,0.0,0.0,145.0,0.0,123601,0.0,12772.0,71.0,201.0
36.0,24,80.0,28.0,10.0,8225.0,1745.0,0.0,12.0,1676.0,0.0,0.0,145.0,0.0,123601,0.0,14369.0,71.0,201.0
36.0,25,93.0,28.0,10.0,8695.0,1745.0,0.0,12.0,1769.0,0.0,0.0,158.0,0.0,123601,0.0,16029.0,71.0,201.0
36.0,26,93.0,28.0,10.0,9370.0,1745.0,0.0,12.0,1835.0,0.0,0.0,158.0,0.0,123601,0.0,17959.0,71.0,201.0
36.0,27,106.0,28.0,10.0,9780.0,1745.0,0.0,12.0,1874.0,0.0,0.0,171.0,0.0,123601,0.0,19915.0,71.0,201.0
36.0,28,106.0,28.0,10.0,10555.0,1745.0,0.0,12.0,1905.0,0.0,0.0,171.0,0.0,123601,0.0,22093.0,71.0,201.0
36.0,29,111.0,28.0,10.0,11125.0,1745.0,0.0,12.0,1937.0,0.0,0.0,176.0,0.0,123601,0.0,24408.0,71.0,201.0
36.0,30,116.0,28.0,10.0,11375.0,1745.0,0.0,12.0,1970.0,0.0,0.0,181.0,0.0,123601,0.0,26908.0,71.0,201.0
36.0,31,116.0,28.0,10.0,12150.0,1745.0,0.0,12.0,2003.0,0.0,0.0,181.0,0.0,123601,0.0,29510.0,71.0,201.0
36.0,32,122.0,28.0,10.0,12410.0,1745.0,0.0,12.0,2036.0,0.0,0.0,187.0,0.0,123601,0.0,32220.0,71.0,201.0
36.0,33,128.0,28.0,10.0,13040.0,1745.0,0.0,12.0,2068.0,0.0,0.0,193.0,0.0,123601,0.0,35035.0,71.0,201.0
36.0,34,134.0,28.0,10.0,13400.0,1745.0,0.0,12.0,2099.0,0.0,0.0,199.0,0.0,123601,0.0,38031.0,71.0,201.0
36.0,35,140.0,28.0,10.0,14130.0,1745.0,0.0,12.0,2130.0,0.0,0.0,205.0,0.0,123601,0.0,41133.0,71.0,201.0
36.0,36,147.0,28.0,10.0,14490.0,1745.0,0.0,12.0,2161.0,0.0,0.0,212.0,0.0,123601,0.0,44378.0,71.0,201.0
36.0,37,154.0,28.0,10.0,15270.0,1745.0,0.0,12.0,2192.0,0.0,0.0,219.0,0.0,123601,0.0,47687.0,71.0,201.0
36.0,38,161.0,28.0,10.0,16050.0,1745.0,0.0,12.0,2223.0,0.0,0.0,226.0,0.0,123601,0.0,51106.0,71.0,201.0
0.0,2,3.0,0.0,0.0,55.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123701,26.0,0.0,0.0,0.0
0.0,3,7.0,0.0,0.0,150.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123701,94.0,0.0,0.0,0.0
10.0,4,14.0,0.0,0.0,270.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,123701,214.0,0.0,0.0,0.0
10.0,5,29.0,0.0,0.0,450.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,123701,405.0,0.0,0.0,0.0
10.0,6,42.0,0.0,0.0,800.0,100.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,123701,634.0,0.0,0.0,50.0
15.0,7,56.0,0.0,0.0,1395.0,100.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,123701,894.0,0.0,0.0,85.0
30.0,8,63.0,4.0,0.0,1560.0,100.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,123701,1286.0,0.0,0.0,120.0
45.0,9,70.0,9.0,0.0,1700.0,100.0,0.0,2.0,0.0,16.0,0.0,10.0,0.0,123701,1710.0,0.0,0.0,155.0
45.0,10,75.0,14.0,0.0,1970.0,320.0,0.0,4.0,0.0,45.0,0.0,13.0,0.0,123701,2175.0,0.0,0.0,170.0
45.0,11,80.0,14.0,0.0,2130.0,540.0,0.0,5.0,0.0,90.0,0.0,13.0,5.0,123701,2687.0,0.0,0.0,186.0
45.0,12,85.0,14.0,0.0,2230.0,640.0,0.0,6.0,0.0,143.0,0.0,16.0,11.0,123701,3211.0,0.0,0.0,222.0
45.0,13,92.0,16.0,0.0,2370.0,640.0,0.0,6.0,0.0,205.0,0.0,21.0,17.0,123701,3744.0,0.0,0.0,242.0
45.0,14,99.0,18.0,0.0,2510.0,760.0,0.0,6.0,0.0,281.0,0.0,25.0,17.0,123701,4324.0,0.0,0.0,272.0
45.0,15,108.0,22.0,0.0,2540.0,880.0,0.0,6.0,0.0,351.0,0.0,33.0,17.0,123701,4929.0,0.0,0.0,282.0
45.0,16,116.0,22.0,0.0,2570.0,880.0,0.0,6.0,0.0,426.0,0.0,38.0,17.0,123701,5602.0,0.0,0.0,312.0
45.0,17,125.0,22.0,0.0,2570.0,880.0,0.0,6.0,0.0,498.0,0.0,42.0,17.0,123701,6330.0,0.0,0.0,342.0
45.0,18,134.0,22.0,0.0,2570.0,880.0,0.0,6.0,0.0,587.0,0.0,48.0,17.0,123701,7114.0,0.0,0.0,372.0
45.0,19,141.0,22.0,0.0,2570.0,880.0,0.0,6.0,0.0,720.0,0.0,53.0,17.0,123701,8002.0,0.0,0.0,372.0
45.0,20,155.0,22.0,0.0,2570.0,880.0,0.0,6.0,0.0,877.0,0.0,63.0,17.0,123701,8923.0,0.0,0.0,372.0
45.0,21,163.0,22.0,0.0,2570.0,980.0,0.0,6.0,0.0,1079.0,0.0,69.0,17.0,123701,9942.0,0.0,0.0,372.0
45.0,22,170.0,22.0,0.0,2570.0,1080.0,0.0,6.0,0.0,1297.0,0.0,74.0,17.0,123701,11139.0,0.0,0.0,372.0
45.0,23,186.0,22.0,0.0,2570.0,1080.0,0.0,6.0,0.0,1481.0,0.0,80.0,17.0,123701,12462.0,0.0,0.0,372.0
45.0,24,203.0,22.0,0.0,2570.0,1080.0,0.0,6.0,0.0,1624.0,0.0,86.0,17.0,123701,13937.0,0.0,0.0,372.0
45.0,25,211.0,22.0,0.0,2570.0,1080.0,0.0,6.0,0.0,1733.0,0.0,92.0,17.0,123701,15647.0,0.0,0.0,372.0
45.0,26,220.0,22.0,0.0,3030.0,1080.0,0.0,6.0,0.0,1805.0,0.0,98.0,17.0,123701,17487.0,0.0,0.0,372.0
45.0,27,228.0,22.0,0.0,3030.0,1080.0,0.0,6.0,0.0,1850.0,0.0,104.0,17.0,123701,19522.0,0.0,0.0,372.0
45.0,28,233.0,22.0,0.0,3030.0,1080.0,0.0,6.0,0.0,1882.0,0.0,109.0,17.0,123701,21720.0,0.0,0.0,372.0
45.0,29,237.0,22.0,0.0,3490.0,1080.0,0.0,6.0,0.0,1915.0,0.0,113.0,17.0,123701,24042.0,0.0,0.0,372.0
45.0,30,241.0,22.0,0.0,3490.0,1080.0,0.0,6.0,0.0,1949.0,0.0,117.0,17.0,123701,26563.0,0.0,0.0,372.0
45.0,31,245.0,22.0,0.0,3950.0,1080.0,0.0,6.0,0.0,1983.0,0.0,121.0,17.0,123701,29142.0,0.0,0.0,372.0
45.0,32,249.0,22.0,0.0,3950.0,1080.0,0.0,6.0,0.0,2017.0,0.0,125.0,17.0,123701,31884.0,0.0,0.0,372.0
45.0,33,253.0,22.0,0.0,4450.0,1080.0,0.0,6.0,0.0,2050.0,0.0,129.0,17.0,123701,34717.0,0.0,0.0,372.0
45.0,34,257.0,22.0,0.0,4950.0,1080.0,0.0,6.0,0.0,2082.0,0.0,133.0,17.0,123701,37699.0,0.0,0.0,372.0
45.0,35,261.0,22.0,0.0,4950.0,1080.0,0.0,6.0,0.0,2114.0,0.0,137.0,17.0,123701,40886.0,0.0,0.0,372.0
45.0,36,265.0,22.0,0.0,4950.0,1080.0,0.0,6.0,0.0,2146.0,0.0,141.0,17.0,123701,44185.0,0.0,0.0,372.0
45.0,37,270.0,22.0,0.0,5450.0,1080.0,0.0,6.0,0.0,2178.0,0.0,146.0,17.0,123701,47529.0,0.0,0.0,372.0
45.0,38,275.0,22.0,0.0,5950.0,1080.0,0.0,6.0,0.0,2210.0,0.0,151.0,17.0,123701,50977.0,0.0,0.0,372.0
0.0,2,0.0,0.0,1.0,65.0,75.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,123801,0.0,16.0,0.0,10.0
0.0,3,0.0,0.0,2.0,185.0,125.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,123801,0.0,68.0,0.0,30.0
0.0,4,3.0,0.0,4.0,420.0,260.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,123801,0.0,158.0,0.0,60.0
0.0,5,7.0,0.0,7.0,810.0,420.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,123801,0.0,293.0,0.0,100.0
0.0,6,11.0,0.0,11.0,1340.0,630.0,0.0,3.0,0.0,0.0,0.0,17.0,0.0,123801,0.0,486.0,0.0,130.0
0.0,7,17.0,0.0,15.0,1660.0,1235.0,0.0,6.0,0.0,0.0,0.0,26.0,0.0,123801,0.0,731.0,0.0,155.0
0.0,8,24.0,9.0,15.0,2290.0,1795.0,0.0,9.0,10.0,0.0,0.0,35.0,0.0,123801,0.0,1030.0,0.0,180.0
0.0,9,27.0,23.0,16.0,2540.0,1795.0,0.0,9.0,40.0,0.0,0.0,46.0,5.0,123801,0.0,1459.0,0.0,205.0
10.0,10,35.0,37.0,16.0,2740.0,1795.0,0.0,9.0,100.0,0.0,0.0,51.0,10.0,123801,0.0,1941.0,0.0,205.0
20.0,11,44.0,37.0,16.0,3100.0,1795.0,0.0,9.0,158.0,0.0,0.0,55.0,15.0,123801,0.0,2439.0,3.0,205.0
20.0,12,46.0,37.0,18.0,3470.0,2045.0,0.0,9.0,198.0,0.0,0.0,66.0,15.0,123801,0.0,2871.0,36.0,205.0
20.0,13,54.0,37.0,18.0,3720.0,2045.0,0.0,9.0,251.0,0.0,0.0,79.0,15.0,123801,0.0,3345.0,56.0,230.0
20.0,14,68.0,37.0,20.0,3880.0,2045.0,0.0,9.0,328.0,0.0,0.0,97.0,15.0,123801,0.0,3840.0,56.0,255.0
20.0,15,82.0,37.0,20.0,3880.0,2045.0,0.0,9.0,448.0,0.0,0.0,111.0,15.0,123801,0.0,4412.0,56.0,255.0
20.0,16,94.0,37.0,20.0,3880.0,2045.0,0.0,9.0,586.0,0.0,0.0,124.0,15.0,123801,0.0,5015.0,59.0,255.0
20.0,17,103.0,37.0,20.0,3930.0,2045.0,0.0,9.0,711.0,0.0,0.0,142.0,15.0,123801,0.0,5656.0,62.0,255.0
20.0,18,119.0,37.0,20.0,3980.0,2045.0,0.0,9.0,856.0,0.0,0.0,157.0,15.0,123801,0.0,6351.0,62.0,255.0
20.0,19,135.0,37.0,20.0,4075.0,2045.0,0.0,9.0,984.0,0.0,0.0,173.0,15.0,123801,0.0,7154.0,62.0,255.0
20.0,20,147.0,37.0,20.0,4270.0,2045.0,0.0,9.0,1065.0,0.0,0.0,203.0,15.0,123801,0.0,8017.0,62.0,255.0
20.0,21,157.0,37.0,20.0,4580.0,2045.0,0.0,9.0,1160.0,0.0,0.0,232.0,15.0,123801,0.0,8971.0,62.0,255.0
20.0,22,176.0,37.0,20.0,4790.0,2045.0,0.0,9.0,1262.0,0.0,0.0,259.0,15.0,123801,0.0,10078.0,62.0,255.0
20.0,23,199.0,37.0,20.0,4880.0,2045.0,0.0,9.0,1343.0,0.0,0.0,287.0,15.0,123801,0.0,11352.0,62.0,255.0
20.0,24,221.0,37.0,20.0,4970.0,2045.0,0.0,9.0,1416.0,0.0,0.0,308.0,15.0,123801,0.0,12783.0,62.0,255.0
20.0,25,247.0,37.0,20.0,5230.0,2045.0,0.0,9.0,1471.0,0.0,0.0,331.0,15.0,123801,0.0,14334.0,62.0,255.0
20.0,26,273.0,37.0,20.0,5490.0,2045.0,0.0,9.0,1504.0,0.0,0.0,352.0,15.0,123801,0.0,16052.0,62.0,255.0
20.0,27,295.0,37.0,20.0,5490.0,2045.0,0.0,9.0,1540.0,0.0,0.0,367.0,15.0,123801,0.0,17957.0,62.0,255.0
20.0,28,309.0,37.0,20.0,5490.0,2045.0,0.0,9.0,1574.0,0.0,0.0,379.0,15.0,123801,0.0,20045.0,62.0,255.0
20.0,29,319.0,37.0,20.0,5810.0,2045.0,0.0,9.0,1607.0,0.0,0.0,389.0,15.0,123801,0.0,22292.0,62.0,255.0
20.0,30,334.0,37.0,20.0,6130.0,2045.0,0.0,9.0,1650.0,0.0,0.0,404.0,15.0,123801,0.0,24630.0,62.0,255.0
20.0,31,349.0,37.0,20.0,6450.0,2045.0,0.0,9.0,1693.0,0.0,0.0,419.0,15.0,123801,0.0,27077.0,62.0,255.0
20.0,32,354.0,37.0,20.0,7295.0,2045.0,0.0,9.0,1726.0,0.0,0.0,424.0,15.0,123801,0.0,29680.0,62.0,255.0
20.0,33,365.0,37.0,20.0,7820.0,2045.0,0.0,9.0,1765.0,0.0,0.0,435.0,15.0,123801,0.0,32401.0,62.0,255.0
20.0,34,387.0,37.0,20.0,7820.0,2045.0,0.0,9.0,1811.0,0.0,0.0,457.0,15.0,123801,0.0,35230.0,62.0,255.0
20.0,35,409.0,37.0,20.0,7820.0,2045.0,0.0,9.0,1857.0,0.0,0.0,479.0,15.0,123801,0.0,38187.0,62.0,255.0
20.0,36,432.0,37.0,20.0,7820.0,2045.0,0.0,9.0,1903.0,0.0,0.0,502.0,15.0,123801,0.0,41244.0,62.0,255.0
20.0,37,456.0,37.0,20.0,7820.0,2045.0,0.0,9.0,1949.0,0.0,0.0,526.0,15.0,123801,0.0,44401.0,62.0,255.0
20.0,38,480.0,37.0,20.0,7820.0,2045.0,0.0,9.0,1995.0,0.0,0.0,550.0,15.0,123801,0.0,47661.0,62.0,255.0
0.0,2,0.0,0.0,0.0,115.0,125.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,123901,0.0,12.0,0.0,0.0
0.0,3,1.0,0.0,0.0,300.0,225.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,123901,0.0,52.0,0.0,15.0
0.0,4,5.0,0.0,2.0,755.0,275.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,123901,0.0,109.0,0.0,30.0
0.0,5,14.0,0.0,2.0,1420.0,275.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,123901,0.0,202.0,0.0,60.0
0.0,6,24.0,0.0,6.0,2425.0,645.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,123901,0.0,311.0,0.0,75.0
0.0,7,43.0,0.0,6.0,3310.0,645.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,123901,0.0,453.0,0.0,100.0
0.0,8,59.0,0.0,16.0,4630.0,945.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,123901,0.0,563.0,0.0,100.0
15.0,9,78.0,5.0,21.0,5790.0,1395.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,123901,10.0,736.0,0.0,100.0
15.0,10,100.0,10.0,21.0,6720.0,1695.0,0.0,0.0,10.0,0.0,0.0,115.0,0.0,123901,20.0,960.0,5.0,125.0
25.0,11,125.0,10.0,21.0,7690.0,1995.0,0.0,1.0,40.0,0.0,0.0,142.0,0.0,123901,20.0,1179.0,10.0,125.0
45.0,12,144.0,15.0,26.0,8350.0,2245.0,0.0,1.0,80.0,0.0,0.0,164.0,0.0,123901,20.0,1464.0,10.0,125.0
47.0,13,168.0,20.0,26.0,8870.0,2465.0,0.0,1.0,126.0,0.0,0.0,200.0,0.0,123901,20.0,1761.0,10.0,125.0
49.0,14,200.0,20.0,26.0,9230.0,2585.0,0.0,1.0,162.0,0.0,0.0,240.0,3.0,123901,20.0,2047.0,10.0,131.0
49.0,15,237.0,20.0,26.0,9490.0,2685.0,0.0,1.0,202.0,0.0,0.0,279.0,5.0,123901,20.0,2361.0,10.0,137.0
49.0,16,277.0,20.0,26.0,9640.0,2835.0,0.0,1.0,236.0,0.0,0.0,318.0,5.0,123901,20.0,2716.0,10.0,149.0
49.0,17,319.0,20.0,29.0,9925.0,2885.0,0.0,1.0,280.0,0.0,0.0,366.0,5.0,123901,20.0,3030.0,14.0,149.0
49.0,18,361.0,20.0,32.0,10270.0,2885.0,0.0,1.0,352.0,0.0,0.0,419.0,5.0,123901,20.0,3381.0,18.0,149.0
49.0,19,409.0,20.0,32.0,10915.0,2980.0,0.0,1.0,409.0,0.0,0.0,476.0,5.0,123901,20.0,3778.0,18.0,164.0
49.0,20,463.0,20.0,37.0,11545.0,3075.0,0.0,1.0,436.0,0.0,0.0,537.0,5.0,123901,20.0,4189.0,18.0,199.0
49.0,21,520.0,20.0,42.0,12130.0,3075.0,0.0,1.0,488.0,0.0,0.0,602.0,5.0,123901,20.0,4655.0,18.0,239.0
49.0,22,586.0,20.0,42.0,13175.0,3075.0,0.0,1.0,569.0,0.0,0.0,674.0,5.0,123901,20.0,5187.0,18.0,279.0
49.0,23,667.0,20.0,42.0,14260.0,3075.0,0.0,1.0,645.0,0.0,0.0,759.0,5.0,123901,20.0,5760.0,18.0,299.0
49.0,24,756.0,20.0,42.0,15090.0,3075.0,0.0,1.0,710.0,0.0,0.0,857.0,5.0,123901,20.0,6390.0,18.0,299.0
49.0,25,836.0,20.0,42.0,15785.0,3075.0,0.0,1.0,760.0,0.0,0.0,941.0,5.0,123901,20.0,7318.0,18.0,299.0
49.0,26,897.0,20.0,42.0,17060.0,3075.0,0.0,1.0,785.0,0.0,0.0,999.0,5.0,123901,20.0,8563.0,18.0,299.0
49.0,27,957.0,20.0,42.0,18905.0,3075.0,0.0,1.0,795.0,0.0,0.0,1057.0,5.0,123901,20.0,9867.0,18.0,299.0
49.0,28,1028.0,20.0,42.0,20390.0,3075.0,0.0,1.0,814.0,0.0,0.0,1126.0,5.0,123901,20.0,11227.0,18.0,299.0
49.0,29,1111.0,20.0,42.0,23875.0,3075.0,0.0,1.0,833.0,0.0,0.0,1209.0,5.0,123901,20.0,12395.0,18.0,299.0
49.0,30,1205.0,20.0,42.0,29750.0,3075.0,0.0,1.0,843.0,0.0,0.0,1303.0,5.0,123901,20.0,13334.0,18.0,299.0
49.0,31,1303.0,20.0,42.0,35915.0,3075.0,0.0,1.0,853.0,0.0,0.0,1401.0,5.0,123901,20.0,14310.0,18.0,299.0
49.0,32,1404.0,20.0,42.0,42450.0,3075.0,0.0,1.0,863.0,0.0,0.0,1502.0,5.0,123901,20.0,15323.0,18.0,299.0
49.0,33,1507.0,20.0,42.0,49600.0,3075.0,0.0,1.0,873.0,0.0,0.0,1605.0,5.0,123901,20.0,16393.0,18.0,299.0
49.0,34,1612.0,20.0,42.0,57530.0,3075.0,0.0,1.0,883.0,0.0,0.0,1710.0,5.0,123901,20.0,17520.0,18.0,299.0
49.0,35,1718.0,20.0,42.0,66170.0,3075.0,0.0,1.0,893.0,0.0,0.0,1816.0,5.0,123901,20.0,18685.0,18.0,299.0
49.0,36,1825.0,20.0,42.0,75370.0,3075.0,0.0,1.0,903.0,0.0,0.0,1923.0,5.0,123901,20.0,19887.0,18.0,299.0
49.0,37,1934.0,20.0,42.0,85035.0,3075.0,0.0,1.0,913.0,0.0,0.0,2032.0,5.0,123901,20.0,21126.0,18.0,299.0
49.0,38,2044.0,20.0,42.0,95190.0,3075.0,0.0,1.0,923.0,0.0,0.0,2142.0,5.0,123901,20.0,22402.0,18.0,299.0
0.0,2,3.0,0.0,0.0,55.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124001,26.0,0.0,0.0,0.0
0.0,3,7.0,0.0,0.0,150.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124001,94.0,0.0,0.0,0.0
10.0,4,14.0,0.0,0.0,270.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,124001,214.0,0.0,0.0,0.0
10.0,5,29.0,0.0,0.0,450.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,124001,405.0,0.0,0.0,0.0
10.0,6,42.0,0.0,0.0,800.0,100.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,124001,634.0,0.0,0.0,50.0
15.0,7,56.0,0.0,0.0,1395.0,100.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,124001,894.0,0.0,0.0,85.0
30.0,8,63.0,4.0,0.0,1560.0,100.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,124001,1286.0,0.0,0.0,120.0
45.0,9,70.0,9.0,0.0,1700.0,100.0,0.0,2.0,0.0,16.0,0.0,10.0,0.0,124001,1710.0,0.0,0.0,155.0
45.0,10,82.0,14.0,0.0,1970.0,520.0,0.0,4.0,0.0,40.0,0.0,11.0,0.0,124001,2145.0,0.0,0.0,170.0
45.0,11,87.0,14.0,0.0,2130.0,740.0,0.0,5.0,0.0,85.0,0.0,11.0,5.0,124001,2657.0,0.0,0.0,186.0
45.0,12,92.0,14.0,0.0,2230.0,840.0,0.0,6.0,0.0,138.0,0.0,14.0,11.0,124001,3181.0,0.0,0.0,222.0
45.0,13,99.0,16.0,0.0,2370.0,840.0,0.0,6.0,0.0,200.0,0.0,19.0,17.0,124001,3714.0,0.0,0.0,242.0
45.0,14,106.0,18.0,0.0,2510.0,960.0,0.0,6.0,0.0,276.0,0.0,23.0,17.0,124001,4294.0,0.0,0.0,272.0
45.0,15,115.0,22.0,0.0,2540.0,1080.0,0.0,6.0,0.0,346.0,0.0,31.0,17.0,124001,4899.0,0.0,0.0,282.0
45.0,16,123.0,22.0,0.0,2570.0,1080.0,0.0,6.0,0.0,421.0,0.0,36.0,17.0,124001,5572.0,0.0,0.0,312.0
45.0,17,132.0,22.0,0.0,2570.0,1080.0,0.0,6.0,0.0,493.0,0.0,40.0,17.0,124001,6300.0,0.0,0.0,342.0
45.0,18,141.0,22.0,0.0,2570.0,1080.0,0.0,6.0,0.0,582.0,0.0,46.0,17.0,124001,7084.0,0.0,0.0,372.0
45.0,19,148.0,22.0,0.0,2570.0,1080.0,0.0,6.0,0.0,715.0,0.0,51.0,17.0,124001,7972.0,0.0,0.0,372.0
45.0,20,162.0,22.0,0.0,2570.0,1080.0,0.0,6.0,0.0,872.0,0.0,61.0,17.0,124001,8893.0,0.0,0.0,372.0
45.0,21,170.0,22.0,0.0,2570.0,1180.0,0.0,6.0,0.0,1074.0,0.0,67.0,17.0,124001,9912.0,0.0,0.0,372.0
45.0,22,177.0,22.0,0.0,2570.0,1280.0,0.0,6.0,0.0,1292.0,0.0,72.0,17.0,124001,11109.0,0.0,0.0,372.0
45.0,23,193.0,22.0,0.0,2570.0,1280.0,0.0,6.0,0.0,1476.0,0.0,78.0,17.0,124001,12432.0,0.0,0.0,372.0
45.0,24,210.0,22.0,0.0,2570.0,1280.0,0.0,6.0,0.0,1619.0,0.0,84.0,17.0,124001,13907.0,0.0,0.0,372.0
45.0,25,218.0,22.0,0.0,2570.0,1280.0,0.0,6.0,0.0,1728.0,0.0,90.0,17.0,124001,15617.0,0.0,0.0,372.0
45.0,26,227.0,22.0,0.0,3030.0,1280.0,0.0,6.0,0.0,1800.0,0.0,96.0,17.0,124001,17457.0,0.0,0.0,372.0
45.0,27,235.0,22.0,0.0,3030.0,1280.0,0.0,6.0,0.0,1845.0,0.0,102.0,17.0,124001,19492.0,0.0,0.0,372.0
45.0,28,240.0,22.0,0.0,3030.0,1280.0,0.0,6.0,0.0,1877.0,0.0,107.0,17.0,124001,21690.0,0.0,0.0,372.0
45.0,29,244.0,22.0,0.0,3490.0,1280.0,0.0,6.0,0.0,1910.0,0.0,111.0,17.0,124001,24012.0,0.0,0.0,372.0
45.0,30,248.0,22.0,0.0,3490.0,1280.0,0.0,6.0,0.0,1944.0,0.0,115.0,17.0,124001,26533.0,0.0,0.0,372.0
45.0,31,252.0,22.0,0.0,3950.0,1280.0,0.0,6.0,0.0,1978.0,0.0,119.0,17.0,124001,29112.0,0.0,0.0,372.0
45.0,32,256.0,22.0,0.0,3950.0,1280.0,0.0,6.0,0.0,2012.0,0.0,123.0,17.0,124001,31854.0,0.0,0.0,372.0
45.0,33,260.0,22.0,0.0,4450.0,1280.0,0.0,6.0,0.0,2045.0,0.0,127.0,17.0,124001,34687.0,0.0,0.0,372.0
45.0,34,264.0,22.0,0.0,4950.0,1280.0,0.0,6.0,0.0,2077.0,0.0,131.0,17.0,124001,37669.0,0.0,0.0,372.0
45.0,35,268.0,22.0,0.0,4950.0,1280.0,0.0,6.0,0.0,2109.0,0.0,135.0,17.0,124001,40856.0,0.0,0.0,372.0
45.0,36,272.0,22.0,0.0,4950.0,1280.0,0.0,6.0,0.0,2141.0,0.0,139.0,17.0,124001,44155.0,0.0,0.0,372.0
45.0,37,277.0,22.0,0.0,5450.0,1280.0,0.0,6.0,0.0,2173.0,0.0,144.0,17.0,124001,47499.0,0.0,0.0,372.0
45.0,38,282.0,22.0,0.0,5950.0,1280.0,0.0,6.0,0.0,2205.0,0.0,149.0,17.0,124001,50947.0,0.0,0.0,372.0
